"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"организация резервного копирования","9649277","148","4824638"
"администрирование сетей и серверов","1674253","349","558084"
"техническая поддержка рабочих станций и ИТ сервисов","5485530","63","1828510"
"веб-разработка","8344762","268","2781587"
"создание мобильных систем","960284","140","320094"
"создание и обслуживание систем контроля доступа к портам и устройствам","5599252","183","1866417"
"организацию антивирусной защиты","6214150","141","3107075"
"решения касающиеся сетевой безопасности и отражения угроз","4178340","350","2089170"
"организация систем видеонаблюдения","1933042","207","966521"
"построение и обслуживание структурированных кабельных систем (СКС)","6001196","54","3000598"
"создание и поддержка интеллектуальных медиасистем","3922855","154","1961427"
"телефония","6132478","97","2044159"
"создание виртуального офиса","8249124","73","4124562"
"организация резервного копирования","7786224","27","2595408"
"администрирование сетей и серверов","9171045","280","3057015"
"техническая поддержка рабочих станций и ИТ сервисов","5024907","211","2512453"
"веб-разработка","4249410","349","2124705"
"создание мобильных систем","4049452","111","1349817"
"создание и обслуживание систем контроля доступа к портам и устройствам","6689342","46","3344671"
"организацию антивирусной защиты","9160412","314","4580206"
"решения касающиеся сетевой безопасности и отражения угроз","6902473","350","3451236"
"организация систем видеонаблюдения","8323011","144","4161505"
"построение и обслуживание структурированных кабельных систем (СКС)","1377123","262","459041"
"создание и поддержка интеллектуальных медиасистем","5887907","298","1962635"
"телефония","494483","146","247241"
"создание виртуального офиса","5643308","108","2821654"
"организация резервного копирования","3756751","353","1878375"
"администрирование сетей и серверов","5490693","285","1830231"
"техническая поддержка рабочих станций и ИТ сервисов","5617180","53","1872393"
"веб-разработка","8231863","234","2743954"
"создание мобильных систем","2530820","200","1265410"
"создание и обслуживание систем контроля доступа к портам и устройствам","4734158","118","2367079"
"организацию антивирусной защиты","6335057","329","3167528"
"решения касающиеся сетевой безопасности и отражения угроз","431694","67","143898"
"организация систем видеонаблюдения","4601540","273","2300770"
"построение и обслуживание структурированных кабельных систем (СКС)","461183","320","230591"
"создание и поддержка интеллектуальных медиасистем","2641271","305","1320635"
"телефония","7323958","302","2441319"
"создание виртуального офиса","4594793","49","1531597"
"организация резервного копирования","5052546","166","1684182"
"администрирование сетей и серверов","9295669","359","4647834"
"техническая поддержка рабочих станций и ИТ сервисов","3424917","210","1712458"
"веб-разработка","9106273","230","3035424"
"создание мобильных систем","6680734","134","2226911"
"создание и обслуживание систем контроля доступа к портам и устройствам","8540928","174","4270464"
"организацию антивирусной защиты","5731117","191","1910372"
"решения касающиеся сетевой безопасности и отражения угроз","7483242","270","2494414"
"организация систем видеонаблюдения","8262438","143","2754146"
"построение и обслуживание структурированных кабельных систем (СКС)","813825","283","271275"
"создание и поддержка интеллектуальных медиасистем","1160134","198","386711"
"телефония","2330822","116","776940"
"создание виртуального офиса","3244619","212","1622309"
"организация резервного копирования","6936708","225","2312236"
"администрирование сетей и серверов","1162346","71","581173"
"техническая поддержка рабочих станций и ИТ сервисов","3854843","151","1927421"
"веб-разработка","3367058","66","1683529"
"создание мобильных систем","8129856","23","2709952"
"создание и обслуживание систем контроля доступа к портам и устройствам","3979562","54","1326520"
"организацию антивирусной защиты","6306506","108","3153253"
"решения касающиеся сетевой безопасности и отражения угроз","9095489","289","4547744"
"организация систем видеонаблюдения","7488606","81","3744303"
"построение и обслуживание структурированных кабельных систем (СКС)","3765694","116","1882847"
"создание и поддержка интеллектуальных медиасистем","2415529","280","1207764"
"телефония","6457170","281","3228585"
"создание виртуального офиса","1276264","361","638132"
"организация резервного копирования","5838058","319","2919029"
"администрирование сетей и серверов","4182367","289","2091183"
"техническая поддержка рабочих станций и ИТ сервисов","9769290","226","3256430"
"веб-разработка","4920047","262","2460023"
"создание мобильных систем","8799452","146","4399726"
"создание и обслуживание систем контроля доступа к портам и устройствам","5659612","87","1886537"
"организацию антивирусной защиты","9518051","19","3172683"
"решения касающиеся сетевой безопасности и отражения угроз","3729977","45","1243325"
"организация систем видеонаблюдения","6263473","71","3131736"
"построение и обслуживание структурированных кабельных систем (СКС)","2958963","103","1479481"
"создание и поддержка интеллектуальных медиасистем","854821","304","284940"
"телефония","9905189","80","4952594"
"создание виртуального офиса","7542999","57","2514333"
"организация резервного копирования","6465749","345","2155249"
"администрирование сетей и серверов","7535412","205","3767706"
"техническая поддержка рабочих станций и ИТ сервисов","2932412","210","977470"
"веб-разработка","9908621","153","3302873"
"создание мобильных систем","1564458","228","521486"
"создание и обслуживание систем контроля доступа к портам и устройствам","4692771","320","2346385"
"организацию антивирусной защиты","3674166","336","1837083"
"решения касающиеся сетевой безопасности и отражения угроз","1682727","23","560909"
"организация систем видеонаблюдения","1989710","342","663236"
"построение и обслуживание структурированных кабельных систем (СКС)","1163174","350","581587"
"создание и поддержка интеллектуальных медиасистем","8186118","149","2728706"
"телефония","3982414","328","1327471"
"создание виртуального офиса","7969830","193","3984915"
"организация резервного копирования","1050853","117","350284"
"администрирование сетей и серверов","5304707","70","2652353"
"техническая поддержка рабочих станций и ИТ сервисов","8098052","194","2699350"
"веб-разработка","6166910","272","2055636"
"создание мобильных систем","6523564","240","3261782"
"создание и обслуживание систем контроля доступа к портам и устройствам","7715604","71","2571868"
"организацию антивирусной защиты","3660453","172","1220151"
"решения касающиеся сетевой безопасности и отражения угроз","8113409","237","2704469"
"организация систем видеонаблюдения","2386303","170","1193151"
"построение и обслуживание структурированных кабельных систем (СКС)","3590936","46","1196978"
"создание и поддержка интеллектуальных медиасистем","2273065","319","757688"
"телефония","4879412","338","2439706"
"создание виртуального офиса","2529579","209","1264789"
"организация резервного копирования","7187279","236","3593639"
"администрирование сетей и серверов","2350918","222","1175459"
"техническая поддержка рабочих станций и ИТ сервисов","9917423","94","3305807"
"веб-разработка","3508440","94","1754220"
"создание мобильных систем","5164648","227","1721549"
"создание и обслуживание систем контроля доступа к портам и устройствам","972658","20","486329"
"организацию антивирусной защиты","1908697","302","954348"
"решения касающиеся сетевой безопасности и отражения угроз","2399867","250","1199933"
"организация систем видеонаблюдения","7625415","31","2541805"
"построение и обслуживание структурированных кабельных систем (СКС)","4740614","241","2370307"
"создание и поддержка интеллектуальных медиасистем","2432479","178","810826"
"телефония","5677191","117","2838595"
"создание виртуального офиса","9158866","185","3052955"
"организация резервного копирования","3231102","221","1615551"
"администрирование сетей и серверов","8762352","364","4381176"
"техническая поддержка рабочих станций и ИТ сервисов","5094755","241","1698251"
"веб-разработка","6307641","317","3153820"
"создание мобильных систем","215100","59","107550"
"создание и обслуживание систем контроля доступа к портам и устройствам","1321176","193","660588"
"организацию антивирусной защиты","1358071","214","679035"
"решения касающиеся сетевой безопасности и отражения угроз","3934753","96","1311584"
"организация систем видеонаблюдения","5805965","130","2902982"
"построение и обслуживание структурированных кабельных систем (СКС)","8719927","230","4359963"
"создание и поддержка интеллектуальных медиасистем","2911232","321","1455616"
"телефония","9490891","114","3163630"
"создание виртуального офиса","5754147","20","2877073"
"организация резервного копирования","3155998","108","1577999"
"администрирование сетей и серверов","2866083","138","955361"
"техническая поддержка рабочих станций и ИТ сервисов","4656165","47","2328082"
"веб-разработка","3376194","34","1125398"
"создание мобильных систем","8580485","77","4290242"
"создание и обслуживание систем контроля доступа к портам и устройствам","3134718","351","1567359"
"организацию антивирусной защиты","6388236","290","3194118"
"решения касающиеся сетевой безопасности и отражения угроз","6721046","190","3360523"
"организация систем видеонаблюдения","9050380","253","4525190"
"построение и обслуживание структурированных кабельных систем (СКС)","158490","273","79245"
"создание и поддержка интеллектуальных медиасистем","5110748","146","1703582"
"телефония","4516321","332","2258160"
"создание виртуального офиса","4705516","166","2352758"
"организация резервного копирования","6759069","192","3379534"
"администрирование сетей и серверов","5645751","361","2822875"
"техническая поддержка рабочих станций и ИТ сервисов","3818611","34","1909305"
"веб-разработка","4045400","316","2022700"
"создание мобильных систем","9259195","168","4629597"
"создание и обслуживание систем контроля доступа к портам и устройствам","8858766","299","2952922"
"организацию антивирусной защиты","2171153","311","1085576"
"решения касающиеся сетевой безопасности и отражения угроз","2758550","320","1379275"
"организация систем видеонаблюдения","2395469","338","1197734"
"построение и обслуживание структурированных кабельных систем (СКС)","3225102","65","1075034"
"создание и поддержка интеллектуальных медиасистем","4765304","49","2382652"
"телефония","4994356","59","2497178"
"создание виртуального офиса","4487962","361","1495987"
"организация резервного копирования","1298217","249","649108"
"администрирование сетей и серверов","3388764","288","1694382"
"техническая поддержка рабочих станций и ИТ сервисов","5335688","267","1778562"
"веб-разработка","4218417","91","2109208"
"создание мобильных систем","487584","305","162528"
"создание и обслуживание систем контроля доступа к портам и устройствам","2380169","44","1190084"
"организацию антивирусной защиты","4188457","211","1396152"
"решения касающиеся сетевой безопасности и отражения угроз","8937145","340","2979048"
"организация систем видеонаблюдения","5078411","269","2539205"
"построение и обслуживание структурированных кабельных систем (СКС)","9969962","62","4984981"
"создание и поддержка интеллектуальных медиасистем","7127875","345","3563937"
"телефония","6728992","257","3364496"
"создание виртуального офиса","7389349","203","2463116"
"организация резервного копирования","5987783","170","1995927"
"администрирование сетей и серверов","2248315","314","749438"
"техническая поддержка рабочих станций и ИТ сервисов","5921679","311","1973893"
"веб-разработка","2153302","236","717767"
"создание мобильных систем","2378537","239","792845"
"создание и обслуживание систем контроля доступа к портам и устройствам","2534112","202","844704"
"организацию антивирусной защиты","5432543","303","1810847"
"решения касающиеся сетевой безопасности и отражения угроз","2978462","82","1489231"
"организация систем видеонаблюдения","8201465","262","2733821"
"построение и обслуживание структурированных кабельных систем (СКС)","2309962","55","1154981"
"создание и поддержка интеллектуальных медиасистем","2276868","254","1138434"
"телефония","9704187","306","3234729"
"создание виртуального офиса","7078087","187","3539043"
"организация резервного копирования","5176306","232","1725435"
"администрирование сетей и серверов","7156935","130","2385645"
"техническая поддержка рабочих станций и ИТ сервисов","833944","152","416972"
"веб-разработка","1816231","25","908115"
"создание мобильных систем","4416780","113","2208390"
"создание и обслуживание систем контроля доступа к портам и устройствам","7066738","68","2355579"
"организацию антивирусной защиты","5299986","261","1766662"
"решения касающиеся сетевой безопасности и отражения угроз","6576117","56","3288058"
"организация систем видеонаблюдения","3862373","30","1287457"
"построение и обслуживание структурированных кабельных систем (СКС)","1548869","37","774434"
"создание и поддержка интеллектуальных медиасистем","9476903","96","3158967"
"телефония","5733209","191","2866604"
"создание виртуального офиса","5281846","329","1760615"
"организация резервного копирования","2139173","110","713057"
"администрирование сетей и серверов","8147805","109","2715935"
"техническая поддержка рабочих станций и ИТ сервисов","7402565","119","3701282"
"веб-разработка","8035426","254","4017713"
"создание мобильных систем","8467092","330","4233546"
"создание и обслуживание систем контроля доступа к портам и устройствам","6301613","279","2100537"
"организацию антивирусной защиты","5178876","97","2589438"
"решения касающиеся сетевой безопасности и отражения угроз","4745106","240","2372553"
"организация систем видеонаблюдения","6950492","294","3475246"
"построение и обслуживание структурированных кабельных систем (СКС)","5594602","267","2797301"
"создание и поддержка интеллектуальных медиасистем","6389741","273","3194870"
"телефония","6229546","231","3114773"
"создание виртуального офиса","6182116","315","3091058"
"организация резервного копирования","7851378","362","3925689"
"администрирование сетей и серверов","7357980","152","3678990"
"техническая поддержка рабочих станций и ИТ сервисов","7560776","272","3780388"
"веб-разработка","1496581","179","498860"
"создание мобильных систем","8660688","363","2886896"
"создание и обслуживание систем контроля доступа к портам и устройствам","2514114","280","838038"
"организацию антивирусной защиты","7968984","353","2656328"
"решения касающиеся сетевой безопасности и отражения угроз","6709270","228","2236423"
"организация систем видеонаблюдения","1814154","217","907077"
"построение и обслуживание структурированных кабельных систем (СКС)","8574603","174","2858201"
"создание и поддержка интеллектуальных медиасистем","957399","164","478699"
"телефония","1061060","204","353686"
"создание виртуального офиса","6469710","118","2156570"
"организация резервного копирования","5405053","197","2702526"
"администрирование сетей и серверов","6078690","76","2026230"
"техническая поддержка рабочих станций и ИТ сервисов","6079646","106","3039823"
"веб-разработка","6292660","196","3146330"
"создание мобильных систем","2041784","47","680594"
"создание и обслуживание систем контроля доступа к портам и устройствам","5266682","246","1755560"
"организацию антивирусной защиты","925004","254","462502"
"решения касающиеся сетевой безопасности и отражения угроз","6968752","350","2322917"
"организация систем видеонаблюдения","125785","109","62892"
"построение и обслуживание структурированных кабельных систем (СКС)","5051990","251","1683996"
"создание и поддержка интеллектуальных медиасистем","919263","96","306421"
"телефония","2768568","239","922856"
"создание виртуального офиса","5606232","24","1868744"
"организация резервного копирования","8436837","167","4218418"
"администрирование сетей и серверов","1604675","131","802337"
"техническая поддержка рабочих станций и ИТ сервисов","3753452","45","1876726"
"веб-разработка","9163730","178","3054576"
"создание мобильных систем","1371775","126","457258"
"создание и обслуживание систем контроля доступа к портам и устройствам","9351282","124","4675641"
"организацию антивирусной защиты","5149734","88","2574867"
"решения касающиеся сетевой безопасности и отражения угроз","5240033","232","2620016"
"организация систем видеонаблюдения","5355750","339","2677875"
"построение и обслуживание структурированных кабельных систем (СКС)","6821026","347","3410513"
"создание и поддержка интеллектуальных медиасистем","2625343","140","875114"
"телефония","9101318","208","3033772"
"создание виртуального офиса","1797150","187","599050"
"организация резервного копирования","5054174","348","1684724"
"администрирование сетей и серверов","5492922","265","1830974"
"техническая поддержка рабочих станций и ИТ сервисов","9289865","261","3096621"
"веб-разработка","4913798","105","2456899"
"создание мобильных систем","3958835","109","1319611"
"создание и обслуживание систем контроля доступа к портам и устройствам","4444018","105","1481339"
"организацию антивирусной защиты","9575096","265","3191698"
"решения касающиеся сетевой безопасности и отражения угроз","6135891","289","2045297"
"организация систем видеонаблюдения","4776672","85","1592224"
"построение и обслуживание структурированных кабельных систем (СКС)","7111900","89","3555950"
"создание и поддержка интеллектуальных медиасистем","9068011","312","3022670"
"телефония","8330568","137","2776856"
"создание виртуального офиса","6762993","60","2254331"
"организация резервного копирования","1744856","69","581618"
"администрирование сетей и серверов","8890472","62","4445236"
"техническая поддержка рабочих станций и ИТ сервисов","9623475","351","3207825"
"веб-разработка","6649253","136","2216417"
"создание мобильных систем","1345562","92","672781"
"создание и обслуживание систем контроля доступа к портам и устройствам","7622273","161","3811136"
"организацию антивирусной защиты","3579878","328","1789939"
"решения касающиеся сетевой безопасности и отражения угроз","7507626","197","3753813"
"организация систем видеонаблюдения","1691631","160","845815"
"построение и обслуживание структурированных кабельных систем (СКС)","5522395","156","2761197"
"создание и поддержка интеллектуальных медиасистем","995697","51","497848"
"телефония","8663467","226","2887822"
"создание виртуального офиса","7691054","170","2563684"
"организация резервного копирования","8791626","251","4395813"
"администрирование сетей и серверов","2656985","231","885661"
"техническая поддержка рабочих станций и ИТ сервисов","717600","71","239200"
"веб-разработка","7957468","16","3978734"
"создание мобильных систем","2544408","259","848136"
"создание и обслуживание систем контроля доступа к портам и устройствам","5249175","286","2624587"
"организацию антивирусной защиты","8676035","136","4338017"
"решения касающиеся сетевой безопасности и отражения угроз","8885084","189","4442542"
"организация систем видеонаблюдения","8795717","276","2931905"
"построение и обслуживание структурированных кабельных систем (СКС)","8213007","340","2737669"
"создание и поддержка интеллектуальных медиасистем","3316515","243","1105505"
"телефония","6687473","102","2229157"
"создание виртуального офиса","6761705","65","3380852"
"организация резервного копирования","7582315","241","3791157"
"администрирование сетей и серверов","3225649","83","1612824"
"техническая поддержка рабочих станций и ИТ сервисов","9734001","161","4867000"
"веб-разработка","3292212","341","1097404"
"создание мобильных систем","6845172","182","2281724"
"создание и обслуживание систем контроля доступа к портам и устройствам","972152","43","486076"
"организацию антивирусной защиты","4983657","344","2491828"
"решения касающиеся сетевой безопасности и отражения угроз","7650262","318","2550087"
"организация систем видеонаблюдения","1796461","206","898230"
"построение и обслуживание структурированных кабельных систем (СКС)","122954","299","61477"
"создание и поддержка интеллектуальных медиасистем","2872999","305","1436499"
"телефония","547514","190","182504"
"создание виртуального офиса","640876","36","213625"
"организация резервного копирования","9121941","209","4560970"
"администрирование сетей и серверов","7326760","18","2442253"
"техническая поддержка рабочих станций и ИТ сервисов","1711309","207","855654"
"веб-разработка","5252757","85","1750919"
"создание мобильных систем","7000916","97","3500458"
"создание и обслуживание систем контроля доступа к портам и устройствам","1722238","78","574079"
"организацию антивирусной защиты","4764637","173","2382318"
"решения касающиеся сетевой безопасности и отражения угроз","9724500","252","4862250"
"организация систем видеонаблюдения","3915873","270","1957936"
"построение и обслуживание структурированных кабельных систем (СКС)","5085596","89","2542798"
"создание и поддержка интеллектуальных медиасистем","3148956","306","1049652"
"телефония","3217719","51","1608859"
"создание виртуального офиса","9381673","232","3127224"
"организация резервного копирования","7241858","158","2413952"
"администрирование сетей и серверов","2928388","104","1464194"
"техническая поддержка рабочих станций и ИТ сервисов","1687942","88","562647"
"веб-разработка","1783896","169","594632"
"создание мобильных систем","4201664","287","2100832"
"создание и обслуживание систем контроля доступа к портам и устройствам","9887700","289","3295900"
"организацию антивирусной защиты","535552","364","178517"
"решения касающиеся сетевой безопасности и отражения угроз","1512595","154","504198"
"организация систем видеонаблюдения","8554793","48","4277396"
"построение и обслуживание структурированных кабельных систем (СКС)","1180793","352","590396"
"создание и поддержка интеллектуальных медиасистем","5971283","357","1990427"
"телефония","5306725","202","1768908"
"создание виртуального офиса","7830294","36","2610098"
"организация резервного копирования","978856","138","489428"
"администрирование сетей и серверов","7899543","118","2633181"
"техническая поддержка рабочих станций и ИТ сервисов","7220369","64","3610184"
"веб-разработка","6816211","310","2272070"
"создание мобильных систем","1365927","123","682963"
"создание и обслуживание систем контроля доступа к портам и устройствам","8973160","98","2991053"
"организацию антивирусной защиты","7257030","274","2419010"
"решения касающиеся сетевой безопасности и отражения угроз","4047594","300","1349198"
"организация систем видеонаблюдения","4598923","182","1532974"
"построение и обслуживание структурированных кабельных систем (СКС)","9325663","259","4662831"
"создание и поддержка интеллектуальных медиасистем","8840593","346","4420296"
"телефония","9693258","328","3231086"
"создание виртуального офиса","6237788","103","3118894"
"организация резервного копирования","1048268","316","349422"
"администрирование сетей и серверов","3310955","287","1103651"
"техническая поддержка рабочих станций и ИТ сервисов","6546995","190","3273497"
"веб-разработка","2040469","56","680156"
"создание мобильных систем","5448753","224","1816251"
"создание и обслуживание систем контроля доступа к портам и устройствам","4436339","166","2218169"
"организацию антивирусной защиты","1410081","116","470027"
"решения касающиеся сетевой безопасности и отражения угроз","799944","25","399972"
"организация систем видеонаблюдения","9931069","196","4965534"
"построение и обслуживание структурированных кабельных систем (СКС)","2930007","44","976669"
"создание и поддержка интеллектуальных медиасистем","7044115","125","2348038"
"телефония","9185694","283","3061898"
"создание виртуального офиса","6120772","261","3060386"
"организация резервного копирования","6799628","210","2266542"
"администрирование сетей и серверов","3653591","237","1826795"
"техническая поддержка рабочих станций и ИТ сервисов","1975420","130","658473"
"веб-разработка","4058616","219","1352872"
"создание мобильных систем","4357181","161","2178590"
"создание и обслуживание систем контроля доступа к портам и устройствам","5357460","142","2678730"
"организацию антивирусной защиты","6493633","345","3246816"
"решения касающиеся сетевой безопасности и отражения угроз","5197063","256","1732354"
"организация систем видеонаблюдения","4978271","19","1659423"
"построение и обслуживание структурированных кабельных систем (СКС)","3599315","172","1199771"
"создание и поддержка интеллектуальных медиасистем","8842476","183","2947492"
"телефония","7377776","43","3688888"
"создание виртуального офиса","7566979","198","2522326"
"организация резервного копирования","5313834","69","1771278"
"администрирование сетей и серверов","2035802","144","678600"
"техническая поддержка рабочих станций и ИТ сервисов","863842","57","287947"
"веб-разработка","2156229","25","718743"
"создание мобильных систем","8469414","90","4234707"
"создание и обслуживание систем контроля доступа к портам и устройствам","9162445","111","4581222"
"организацию антивирусной защиты","2542132","21","1271066"
"решения касающиеся сетевой безопасности и отражения угроз","8701346","248","4350673"
"организация систем видеонаблюдения","3868853","31","1934426"
"построение и обслуживание структурированных кабельных систем (СКС)","111656","306","37218"
"создание и поддержка интеллектуальных медиасистем","9244571","117","3081523"
"телефония","9750374","106","3250124"
"создание виртуального офиса","3067022","311","1022340"
"организация резервного копирования","9262806","148","4631403"
"администрирование сетей и серверов","4056427","297","1352142"
"техническая поддержка рабочих станций и ИТ сервисов","179203","270","59734"
"веб-разработка","9784381","179","4892190"
"создание мобильных систем","8320395","239","2773465"
"создание и обслуживание систем контроля доступа к портам и устройствам","4409516","252","1469838"
"организацию антивирусной защиты","9570494","139","4785247"
"решения касающиеся сетевой безопасности и отражения угроз","4453231","275","1484410"
"организация систем видеонаблюдения","7710754","296","3855377"
"построение и обслуживание структурированных кабельных систем (СКС)","945720","257","472860"
"создание и поддержка интеллектуальных медиасистем","2633347","308","1316673"
"телефония","6049686","243","2016562"
"создание виртуального офиса","6227430","240","3113715"
"организация резервного копирования","2924335","192","974778"
"администрирование сетей и серверов","3938072","115","1969036"
"техническая поддержка рабочих станций и ИТ сервисов","3523929","217","1174643"
"веб-разработка","8041133","314","4020566"
"создание мобильных систем","7641880","277","2547293"
"создание и обслуживание систем контроля доступа к портам и устройствам","343983","237","171991"
"организацию антивирусной защиты","8394844","161","4197422"
"решения касающиеся сетевой безопасности и отражения угроз","8111933","102","4055966"
"организация систем видеонаблюдения","8937428","39","4468714"
"построение и обслуживание структурированных кабельных систем (СКС)","3524565","281","1174855"
"создание и поддержка интеллектуальных медиасистем","6869255","355","3434627"
"телефония","4422322","97","1474107"
"создание виртуального офиса","6723200","313","2241066"
"организация резервного копирования","1532680","345","766340"
"администрирование сетей и серверов","9918485","364","4959242"
"техническая поддержка рабочих станций и ИТ сервисов","2470520","293","823506"
"веб-разработка","8853799","240","4426899"
"создание мобильных систем","1254566","62","418188"
"создание и обслуживание систем контроля доступа к портам и устройствам","6349340","15","3174670"
"организацию антивирусной защиты","849427","30","283142"
"решения касающиеся сетевой безопасности и отражения угроз","9526273","338","3175424"
"организация систем видеонаблюдения","3915648","61","1957824"
"построение и обслуживание структурированных кабельных систем (СКС)","7686323","80","3843161"
"создание и поддержка интеллектуальных медиасистем","8167326","77","4083663"
"телефония","2086285","356","695428"
"создание виртуального офиса","9736749","332","3245583"
"организация резервного копирования","5451525","108","2725762"
"администрирование сетей и серверов","7939024","355","3969512"
"техническая поддержка рабочих станций и ИТ сервисов","9714374","20","4857187"
"веб-разработка","1231259","14","615629"
"создание мобильных систем","1243921","326","621960"
"создание и обслуживание систем контроля доступа к портам и устройствам","190298","282","95149"
"организацию антивирусной защиты","507844","163","169281"
"решения касающиеся сетевой безопасности и отражения угроз","6555200","349","3277600"
"организация систем видеонаблюдения","2812699","324","937566"
"построение и обслуживание структурированных кабельных систем (СКС)","6616013","75","3308006"
"создание и поддержка интеллектуальных медиасистем","5247282","95","1749094"
"телефония","551087","152","275543"
"создание виртуального офиса","3554515","144","1777257"
"организация резервного копирования","4655833","239","1551944"
"администрирование сетей и серверов","542792","76","180930"
"техническая поддержка рабочих станций и ИТ сервисов","6966918","214","2322306"
"веб-разработка","993888","98","331296"
"создание мобильных систем","8923793","243","2974597"
"создание и обслуживание систем контроля доступа к портам и устройствам","5989605","63","1996535"
"организацию антивирусной защиты","126915","258","42305"
"решения касающиеся сетевой безопасности и отражения угроз","6426024","110","2142008"
"организация систем видеонаблюдения","3551242","178","1183747"
"построение и обслуживание структурированных кабельных систем (СКС)","2404714","280","801571"
"создание и поддержка интеллектуальных медиасистем","6197239","190","2065746"
"телефония","6857631","88","3428815"
"создание виртуального офиса","6384929","124","3192464"
