"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"решения касающиеся сетевой безопасности и отражения угроз","9432359","18","4716179"
"организация систем видеонаблюдения","6821946","211","3410973"
"построение и обслуживание структурированных кабельных систем (СКС)","9720886","332","3240295"
"создание и поддержка интеллектуальных медиасистем","8962880","221","2987626"
"телефония","5922015","104","1974005"
"создание виртуального офиса","883973","160","441986"
"организация резервного копирования","1961698","44","653899"
"администрирование сетей и серверов","4232095","17","1410698"
"техническая поддержка рабочих станций и ИТ сервисов","2094216","307","1047108"
"веб-разработка","996745","36","498372"
"создание мобильных систем","8169945","92","4084972"
"создание и обслуживание систем контроля доступа к портам и устройствам","7088765","267","3544382"
"организацию антивирусной защиты","7144059","63","3572029"
"решения касающиеся сетевой безопасности и отражения угроз","2878246","182","959415"
"организация систем видеонаблюдения","6733508","310","2244502"
"построение и обслуживание структурированных кабельных систем (СКС)","7242947","134","2414315"
"создание и поддержка интеллектуальных медиасистем","2028235","189","1014117"
"телефония","3067470","263","1533735"
"создание виртуального офиса","3658407","196","1219469"
"организация резервного копирования","9236027","154","4618013"
"администрирование сетей и серверов","1909078","60","954539"
"техническая поддержка рабочих станций и ИТ сервисов","5193509","196","1731169"
"веб-разработка","8025119","212","2675039"
"создание мобильных систем","5004027","25","2502013"
"создание и обслуживание систем контроля доступа к портам и устройствам","8527975","274","2842658"
"организацию антивирусной защиты","298689","303","99563"
"решения касающиеся сетевой безопасности и отражения угроз","2834523","134","944841"
"организация систем видеонаблюдения","776923","47","258974"
"построение и обслуживание структурированных кабельных систем (СКС)","8709893","120","2903297"
"создание и поддержка интеллектуальных медиасистем","3084753","130","1028251"
"телефония","5052404","187","1684134"
"создание виртуального офиса","6143464","220","3071732"
"организация резервного копирования","1233275","313","616637"
"администрирование сетей и серверов","8044378","80","4022189"
"техническая поддержка рабочих станций и ИТ сервисов","7260427","213","2420142"
"веб-разработка","8495793","258","4247896"
"создание мобильных систем","3360741","362","1120247"
"создание и обслуживание систем контроля доступа к портам и устройствам","9748413","22","3249471"
"организацию антивирусной защиты","2281469","37","1140734"
"решения касающиеся сетевой безопасности и отражения угроз","1764318","350","882159"
"организация систем видеонаблюдения","2077588","196","1038794"
"построение и обслуживание структурированных кабельных систем (СКС)","9347732","289","4673866"
"создание и поддержка интеллектуальных медиасистем","7624325","248","3812162"
"телефония","8297728","235","4148864"
"создание виртуального офиса","8309150","343","4154575"
"организация резервного копирования","5229563","212","2614781"
"администрирование сетей и серверов","9277166","263","3092388"
"техническая поддержка рабочих станций и ИТ сервисов","3147235","189","1049078"
"веб-разработка","4714085","334","2357042"
"создание мобильных систем","1823083","256","607694"
"создание и обслуживание систем контроля доступа к портам и устройствам","1894579","305","947289"
"организацию антивирусной защиты","1096833","49","365611"
"решения касающиеся сетевой безопасности и отражения угроз","5121282","96","1707094"
"организация систем видеонаблюдения","4834593","120","2417296"
"построение и обслуживание структурированных кабельных систем (СКС)","3171510","30","1057170"
"создание и поддержка интеллектуальных медиасистем","2174448","37","1087224"
"телефония","8337070","116","2779023"
"создание виртуального офиса","6153310","360","3076655"
"организация резервного копирования","7180473","122","2393491"
"администрирование сетей и серверов","4155355","22","2077677"
"техническая поддержка рабочих станций и ИТ сервисов","5238221","314","1746073"
"веб-разработка","9601480","132","3200493"
"создание мобильных систем","620188","177","206729"
"создание и обслуживание систем контроля доступа к портам и устройствам","3337999","255","1668999"
"организацию антивирусной защиты","8571959","39","4285979"
"решения касающиеся сетевой безопасности и отражения угроз","6082861","324","3041430"
"организация систем видеонаблюдения","1616211","300","538737"
"построение и обслуживание структурированных кабельных систем (СКС)","7314123","278","3657061"
"создание и поддержка интеллектуальных медиасистем","8189828","279","4094914"
"телефония","6737735","176","3368867"
"создание виртуального офиса","2826147","20","1413073"
"организация резервного копирования","203611","119","101805"
"администрирование сетей и серверов","5561203","48","1853734"
"техническая поддержка рабочих станций и ИТ сервисов","2230363","22","1115181"
"веб-разработка","4890842","282","2445421"
"создание мобильных систем","218206","41","109103"
"создание и обслуживание систем контроля доступа к портам и устройствам","4518808","103","2259404"
"организацию антивирусной защиты","4168188","101","1389396"
"решения касающиеся сетевой безопасности и отражения угроз","3180360","344","1590180"
"организация систем видеонаблюдения","5864002","241","2932001"
"построение и обслуживание структурированных кабельных систем (СКС)","6906016","270","3453008"
"создание и поддержка интеллектуальных медиасистем","3367436","56","1683718"
"телефония","3762013","52","1881006"
"создание виртуального офиса","861298","191","430649"
"организация резервного копирования","9521826","320","3173942"
"администрирование сетей и серверов","3143427","266","1047809"
"техническая поддержка рабочих станций и ИТ сервисов","9055488","314","3018496"
"веб-разработка","3173766","161","1586883"
"создание мобильных систем","6236003","340","3118001"
"создание и обслуживание систем контроля доступа к портам и устройствам","8349576","268","2783192"
"организацию антивирусной защиты","9860490","227","3286830"
"решения касающиеся сетевой безопасности и отражения угроз","9469912","195","3156637"
"организация систем видеонаблюдения","1439942","274","719971"
"построение и обслуживание структурированных кабельных систем (СКС)","1265852","339","632926"
"создание и поддержка интеллектуальных медиасистем","7336605","71","3668302"
"телефония","2249367","14","749789"
"создание виртуального офиса","2048686","115","1024343"
"организация резервного копирования","3035094","117","1517547"
"администрирование сетей и серверов","8101860","203","4050930"
"техническая поддержка рабочих станций и ИТ сервисов","5232916","154","1744305"
"веб-разработка","9433522","50","3144507"
"создание мобильных систем","2740265","316","1370132"
"создание и обслуживание систем контроля доступа к портам и устройствам","2829128","167","1414564"
"организацию антивирусной защиты","7626586","153","3813293"
"решения касающиеся сетевой безопасности и отражения угроз","5650748","25","1883582"
"организация систем видеонаблюдения","9035713","104","3011904"
"построение и обслуживание структурированных кабельных систем (СКС)","2443051","214","814350"
"создание и поддержка интеллектуальных медиасистем","7886587","93","2628862"
"телефония","4901853","166","2450926"
"создание виртуального офиса","9856172","292","3285390"
"организация резервного копирования","2230661","190","743553"
"администрирование сетей и серверов","3036613","246","1518306"
"техническая поддержка рабочих станций и ИТ сервисов","4344529","213","2172264"
"веб-разработка","2511830","206","1255915"
"создание мобильных систем","3735769","132","1867884"
"создание и обслуживание систем контроля доступа к портам и устройствам","9263763","39","4631881"
"организацию антивирусной защиты","5755530","277","1918510"
"решения касающиеся сетевой безопасности и отражения угроз","9245581","47","4622790"
"организация систем видеонаблюдения","3586740","208","1793370"
"построение и обслуживание структурированных кабельных систем (СКС)","4910527","300","2455263"
"создание и поддержка интеллектуальных медиасистем","7879580","178","3939790"
"телефония","1136643","230","378881"
"создание виртуального офиса","3342561","46","1114187"
"организация резервного копирования","3001558","193","1500779"
"администрирование сетей и серверов","1819652","306","909826"
"техническая поддержка рабочих станций и ИТ сервисов","2202226","152","1101113"
"веб-разработка","9880619","119","3293539"
"создание мобильных систем","4861348","259","2430674"
"создание и обслуживание систем контроля доступа к портам и устройствам","9338773","31","4669386"
"организацию антивирусной защиты","2778554","199","926184"
"решения касающиеся сетевой безопасности и отражения угроз","6347888","15","3173944"
"организация систем видеонаблюдения","3991182","303","1330394"
"построение и обслуживание структурированных кабельных систем (СКС)","1989601","236","994800"
"создание и поддержка интеллектуальных медиасистем","858181","331","429090"
"телефония","6183295","252","3091647"
"создание виртуального офиса","8716927","31","2905642"
"организация резервного копирования","858497","157","429248"
"администрирование сетей и серверов","3716299","115","1238766"
"техническая поддержка рабочих станций и ИТ сервисов","9611374","76","3203791"
"веб-разработка","2373402","28","1186701"
"создание мобильных систем","1152801","218","576400"
"создание и обслуживание систем контроля доступа к портам и устройствам","3441297","259","1720648"
"организацию антивирусной защиты","4516250","85","2258125"
"решения касающиеся сетевой безопасности и отражения угроз","7674414","263","2558138"
"организация систем видеонаблюдения","3455691","139","1151897"
"построение и обслуживание структурированных кабельных систем (СКС)","2095501","45","1047750"
"создание и поддержка интеллектуальных медиасистем","4127995","206","2063997"
"телефония","8449703","27","4224851"
"создание виртуального офиса","1523790","347","761895"
"организация резервного копирования","3830373","258","1276791"
"администрирование сетей и серверов","1147907","67","573953"
"техническая поддержка рабочих станций и ИТ сервисов","8539777","168","4269888"
"веб-разработка","8040267","93","2680089"
"создание мобильных систем","3401397","188","1700698"
"создание и обслуживание систем контроля доступа к портам и устройствам","3846420","139","1282140"
"организацию антивирусной защиты","2718840","350","906280"
"решения касающиеся сетевой безопасности и отражения угроз","1590971","124","530323"
"организация систем видеонаблюдения","3493134","59","1746567"
"построение и обслуживание структурированных кабельных систем (СКС)","3481083","295","1740541"
"создание и поддержка интеллектуальных медиасистем","9470651","237","4735325"
"телефония","1395136","136","465045"
"создание виртуального офиса","3345500","27","1115166"
"организация резервного копирования","6885325","259","3442662"
"администрирование сетей и серверов","3396863","269","1698431"
"техническая поддержка рабочих станций и ИТ сервисов","7249127","103","3624563"
"веб-разработка","1045760","42","522880"
"создание мобильных систем","104348","299","52174"
"создание и обслуживание систем контроля доступа к портам и устройствам","2700975","311","900325"
"организацию антивирусной защиты","9573143","76","4786571"
"решения касающиеся сетевой безопасности и отражения угроз","9378876","246","3126292"
"организация систем видеонаблюдения","8269525","315","4134762"
"построение и обслуживание структурированных кабельных систем (СКС)","4344224","177","1448074"
"создание и поддержка интеллектуальных медиасистем","1098425","20","366141"
"телефония","178382","29","89191"
"создание виртуального офиса","954234","104","477117"
"организация резервного копирования","416003","167","208001"
"администрирование сетей и серверов","4098115","127","2049057"
"техническая поддержка рабочих станций и ИТ сервисов","1612147","282","537382"
"веб-разработка","5785015","209","1928338"
"создание мобильных систем","6543188","15","2181062"
"создание и обслуживание систем контроля доступа к портам и устройствам","4911299","170","2455649"
"организацию антивирусной защиты","9494765","73","3164921"
"решения касающиеся сетевой безопасности и отражения угроз","3637571","249","1818785"
"организация систем видеонаблюдения","6900912","185","3450456"
"построение и обслуживание структурированных кабельных систем (СКС)","6789380","65","2263126"
"создание и поддержка интеллектуальных медиасистем","248415","312","82805"
"телефония","9964789","306","3321596"
"создание виртуального офиса","2980899","220","1490449"
"организация резервного копирования","2731488","252","910496"
"администрирование сетей и серверов","5411093","250","1803697"
"техническая поддержка рабочих станций и ИТ сервисов","9760512","144","3253504"
"веб-разработка","9523007","335","3174335"
"создание мобильных систем","8853443","260","2951147"
"создание и обслуживание систем контроля доступа к портам и устройствам","3449056","279","1149685"
"организацию антивирусной защиты","8071917","176","2690639"
"решения касающиеся сетевой безопасности и отражения угроз","2270472","351","756824"
"организация систем видеонаблюдения","8376599","94","2792199"
"построение и обслуживание структурированных кабельных систем (СКС)","2879935","321","1439967"
"создание и поддержка интеллектуальных медиасистем","2214356","348","738118"
"телефония","3479917","190","1739958"
"создание виртуального офиса","4529617","62","2264808"
"организация резервного копирования","6687033","340","3343516"
"администрирование сетей и серверов","4169750","155","1389916"
"техническая поддержка рабочих станций и ИТ сервисов","3822001","30","1274000"
"веб-разработка","665528","168","221842"
"создание мобильных систем","4343527","262","1447842"
"создание и обслуживание систем контроля доступа к портам и устройствам","861753","313","430876"
"организацию антивирусной защиты","5873607","318","1957869"
"решения касающиеся сетевой безопасности и отражения угроз","8619917","272","2873305"
"организация систем видеонаблюдения","6949007","355","2316335"
"построение и обслуживание структурированных кабельных систем (СКС)","6012385","319","3006192"
"создание и поддержка интеллектуальных медиасистем","3656892","63","1218964"
"телефония","5476795","212","2738397"
"создание виртуального офиса","7988619","302","2662873"
"организация резервного копирования","8935176","61","2978392"
"администрирование сетей и серверов","2561422","308","853807"
"техническая поддержка рабочих станций и ИТ сервисов","5612700","295","1870900"
"веб-разработка","2666311","202","888770"
"создание мобильных систем","3786106","197","1893053"
"создание и обслуживание систем контроля доступа к портам и устройствам","3380123","180","1690061"
"организацию антивирусной защиты","5307942","328","1769314"
"решения касающиеся сетевой безопасности и отражения угроз","1789097","331","596365"
"организация систем видеонаблюдения","7994447","90","2664815"
"построение и обслуживание структурированных кабельных систем (СКС)","1734004","94","578001"
"создание и поддержка интеллектуальных медиасистем","9514385","228","3171461"
"телефония","5958156","113","1986052"
"создание виртуального офиса","4254949","349","2127474"
"организация резервного копирования","1485872","250","495290"
"администрирование сетей и серверов","135749","156","67874"
"техническая поддержка рабочих станций и ИТ сервисов","6715684","179","2238561"
"веб-разработка","7181690","179","3590845"
"создание мобильных систем","9765821","292","3255273"
"создание и обслуживание систем контроля доступа к портам и устройствам","3498724","310","1749362"
"организацию антивирусной защиты","692134","154","230711"
"решения касающиеся сетевой безопасности и отражения угроз","4963011","258","2481505"
"организация систем видеонаблюдения","1981969","148","660656"
"построение и обслуживание структурированных кабельных систем (СКС)","6059057","37","3029528"
"создание и поддержка интеллектуальных медиасистем","1027136","16","513568"
"телефония","3280876","311","1093625"
"создание виртуального офиса","3965823","328","1982911"
"организация резервного копирования","8794524","102","4397262"
"администрирование сетей и серверов","7404195","253","2468065"
"техническая поддержка рабочих станций и ИТ сервисов","8062189","76","4031094"
"веб-разработка","9929892","230","4964946"
"создание мобильных систем","7045900","315","3522950"
"создание и обслуживание систем контроля доступа к портам и устройствам","3454049","140","1151349"
"организацию антивирусной защиты","7027844","40","2342614"
"решения касающиеся сетевой безопасности и отражения угроз","2113377","240","1056688"
"организация систем видеонаблюдения","9435047","269","3145015"
"построение и обслуживание структурированных кабельных систем (СКС)","1202129","217","601064"
"создание и поддержка интеллектуальных медиасистем","8960533","21","4480266"
"телефония","3488292","181","1744146"
"создание виртуального офиса","6784545","150","3392272"
"организация резервного копирования","4253392","68","2126696"
"администрирование сетей и серверов","4944571","135","1648190"
"техническая поддержка рабочих станций и ИТ сервисов","5587423","88","2793711"
"веб-разработка","4795838","206","2397919"
"создание мобильных систем","4190849","186","2095424"
"создание и обслуживание систем контроля доступа к портам и устройствам","8078537","200","4039268"
"организацию антивирусной защиты","7727962","120","3863981"
"решения касающиеся сетевой безопасности и отражения угроз","7061286","322","2353762"
"организация систем видеонаблюдения","7259285","275","2419761"
"построение и обслуживание структурированных кабельных систем (СКС)","4126466","290","1375488"
"создание и поддержка интеллектуальных медиасистем","8243203","213","4121601"
"телефония","3122052","90","1040684"
"создание виртуального офиса","2006758","160","668919"
"организация резервного копирования","7220817","140","2406939"
"администрирование сетей и серверов","4482596","178","1494198"
"техническая поддержка рабочих станций и ИТ сервисов","1792378","127","896189"
"веб-разработка","4041885","141","2020942"
"создание мобильных систем","9228038","237","3076012"
"создание и обслуживание систем контроля доступа к портам и устройствам","1766061","221","588687"
"организацию антивирусной защиты","6413637","57","2137879"
"решения касающиеся сетевой безопасности и отражения угроз","2804019","257","934673"
"организация систем видеонаблюдения","7228174","245","3614087"
"построение и обслуживание структурированных кабельных систем (СКС)","3991664","213","1995832"
"создание и поддержка интеллектуальных медиасистем","4582441","236","2291220"
"телефония","7580597","110","2526865"
"создание виртуального офиса","1306318","144","653159"
"организация резервного копирования","8822956","361","2940985"
"администрирование сетей и серверов","1128345","213","564172"
"техническая поддержка рабочих станций и ИТ сервисов","1491296","205","497098"
"веб-разработка","6432859","358","3216429"
"создание мобильных систем","909665","182","454832"
"создание и обслуживание систем контроля доступа к портам и устройствам","9566949","102","3188983"
"организацию антивирусной защиты","1856556","98","618852"
"решения касающиеся сетевой безопасности и отражения угроз","1836344","47","918172"
"организация систем видеонаблюдения","9943904","264","4971952"
"построение и обслуживание структурированных кабельных систем (СКС)","3940134","171","1970067"
"создание и поддержка интеллектуальных медиасистем","1962125","326","654041"
"телефония","563849","64","187949"
"создание виртуального офиса","4907084","36","2453542"
"организация резервного копирования","5326389","112","1775463"
"администрирование сетей и серверов","9220737","293","4610368"
"техническая поддержка рабочих станций и ИТ сервисов","2156452","121","718817"
"веб-разработка","586821","124","195607"
"создание мобильных систем","555549","68","277774"
"создание и обслуживание систем контроля доступа к портам и устройствам","4140116","42","1380038"
"организацию антивирусной защиты","1494509","275","747254"
"решения касающиеся сетевой безопасности и отражения угроз","4342343","96","1447447"
"организация систем видеонаблюдения","2718274","194","906091"
"построение и обслуживание структурированных кабельных систем (СКС)","1129980","186","564990"
"создание и поддержка интеллектуальных медиасистем","2188407","37","1094203"
"телефония","7781052","57","3890526"
"создание виртуального офиса","2692900","15","1346450"
"организация резервного копирования","5141498","270","1713832"
"администрирование сетей и серверов","8680102","180","4340051"
"техническая поддержка рабочих станций и ИТ сервисов","9905449","119","4952724"
"веб-разработка","275607","119","91869"
"создание мобильных систем","3169204","352","1056401"
"создание и обслуживание систем контроля доступа к портам и устройствам","6026757","345","2008919"
"организацию антивирусной защиты","2479289","288","826429"
"решения касающиеся сетевой безопасности и отражения угроз","9384096","223","3128032"
"организация систем видеонаблюдения","7186615","339","2395538"
"построение и обслуживание структурированных кабельных систем (СКС)","6012998","63","2004332"
"создание и поддержка интеллектуальных медиасистем","5174755","71","1724918"
"телефония","2646875","123","882291"
"создание виртуального офиса","718820","256","359410"
"организация резервного копирования","8883017","55","2961005"
"администрирование сетей и серверов","4332604","47","2166302"
"техническая поддержка рабочих станций и ИТ сервисов","2619685","160","1309842"
"веб-разработка","9947298","240","4973649"
"создание мобильных систем","5174925","26","1724975"
"создание и обслуживание систем контроля доступа к портам и устройствам","4567015","18","1522338"
"организацию антивирусной защиты","8917706","46","2972568"
"решения касающиеся сетевой безопасности и отражения угроз","9337251","175","3112417"
"организация систем видеонаблюдения","311418","159","155709"
"построение и обслуживание структурированных кабельных систем (СКС)","3905040","307","1301680"
"создание и поддержка интеллектуальных медиасистем","7147936","319","3573968"
"телефония","8165457","289","2721819"
"создание виртуального офиса","5521930","364","1840643"
"организация резервного копирования","437139","51","218569"
"администрирование сетей и серверов","3704353","49","1852176"
"техническая поддержка рабочих станций и ИТ сервисов","4489184","160","1496394"
"веб-разработка","7974324","201","3987162"
"создание мобильных систем","8876090","172","2958696"
"создание и обслуживание систем контроля доступа к портам и устройствам","3019587","218","1509793"
"организацию антивирусной защиты","8449060","209","2816353"
"решения касающиеся сетевой безопасности и отражения угроз","1783511","58","891755"
"организация систем видеонаблюдения","1178531","349","589265"
"построение и обслуживание структурированных кабельных систем (СКС)","3918421","116","1306140"
"создание и поддержка интеллектуальных медиасистем","9099355","94","4549677"
"телефония","329088","176","164544"
"создание виртуального офиса","6895071","249","3447535"
"организация резервного копирования","1658200","69","829100"
"администрирование сетей и серверов","9244906","66","3081635"
"техническая поддержка рабочих станций и ИТ сервисов","8830072","210","4415036"
"веб-разработка","1107191","277","553595"
"создание мобильных систем","370008","152","123336"
"создание и обслуживание систем контроля доступа к портам и устройствам","4672870","236","1557623"
"организацию антивирусной защиты","8372109","269","2790703"
"решения касающиеся сетевой безопасности и отражения угроз","7888810","154","2629603"
"организация систем видеонаблюдения","3721189","148","1860594"
"построение и обслуживание структурированных кабельных систем (СКС)","6087593","135","2029197"
"создание и поддержка интеллектуальных медиасистем","870620","60","435310"
"телефония","3309969","347","1654984"
"создание виртуального офиса","5842994","263","2921497"
"организация резервного копирования","639621","228","319810"
"администрирование сетей и серверов","2836279","36","1418139"
"техническая поддержка рабочих станций и ИТ сервисов","9483459","153","3161153"
"веб-разработка","5827465","25","1942488"
"создание мобильных систем","8501492","340","4250746"
"создание и обслуживание систем контроля доступа к портам и устройствам","8216056","109","2738685"
"организацию антивирусной защиты","3182452","118","1060817"
"решения касающиеся сетевой безопасности и отражения угроз","3023049","301","1511524"
"организация систем видеонаблюдения","1422285","122","474095"
"построение и обслуживание структурированных кабельных систем (СКС)","7694722","80","2564907"
"создание и поддержка интеллектуальных медиасистем","5553240","229","1851080"
"телефония","5052094","288","2526047"
"создание виртуального офиса","6273363","303","2091121"
"организация резервного копирования","7144112","115","3572056"
"администрирование сетей и серверов","856294","210","285431"
"техническая поддержка рабочих станций и ИТ сервисов","9053180","188","4526590"
"веб-разработка","1409863","164","704931"
"создание мобильных систем","8404478","22","4202239"
"создание и обслуживание систем контроля доступа к портам и устройствам","5852727","321","2926363"
"организацию антивирусной защиты","6513847","106","3256923"
"решения касающиеся сетевой безопасности и отражения угроз","4826110","205","2413055"
"организация систем видеонаблюдения","355568","228","118522"
"построение и обслуживание структурированных кабельных систем (СКС)","7754190","172","2584730"
"создание и поддержка интеллектуальных медиасистем","7857057","173","3928528"
"телефония","6469486","339","3234743"
"создание виртуального офиса","1585378","211","792689"
"организация резервного копирования","4214545","146","1404848"
"администрирование сетей и серверов","3423713","238","1711856"
"техническая поддержка рабочих станций и ИТ сервисов","1200738","85","400246"
"веб-разработка","1855148","116","618382"
"создание мобильных систем","6788630","308","2262876"
"создание и обслуживание систем контроля доступа к портам и устройствам","2565868","255","855289"
"организацию антивирусной защиты","9184140","200","3061380"
"решения касающиеся сетевой безопасности и отражения угроз","1894642","135","947321"
"организация систем видеонаблюдения","4332345","44","1444115"
"построение и обслуживание структурированных кабельных систем (СКС)","223747","17","74582"
"создание и поддержка интеллектуальных медиасистем","4182298","205","2091149"
"телефония","9498470","134","3166156"
"создание виртуального офиса","6545545","218","3272772"
"организация резервного копирования","4787497","219","2393748"
"администрирование сетей и серверов","6577505","305","2192501"
"техническая поддержка рабочих станций и ИТ сервисов","3350426","102","1116808"
"веб-разработка","2000995","322","1000497"
"создание мобильных систем","1556319","287","518773"
"создание и обслуживание систем контроля доступа к портам и устройствам","4818134","62","2409067"
"организацию антивирусной защиты","6223718","24","2074572"
"решения касающиеся сетевой безопасности и отражения угроз","4878613","198","2439306"
"организация систем видеонаблюдения","9448574","202","3149524"
"построение и обслуживание структурированных кабельных систем (СКС)","5191164","189","2595582"
"создание и поддержка интеллектуальных медиасистем","6938194","21","2312731"
"телефония","3972165","94","1986082"
"создание виртуального офиса","9777681","63","3259227"
"организация резервного копирования","6525079","278","2175026"
"администрирование сетей и серверов","8873025","339","2957675"
"техническая поддержка рабочих станций и ИТ сервисов","2030186","257","1015093"
"веб-разработка","1520300","320","506766"
"создание мобильных систем","5646847","73","2823423"
"создание и обслуживание систем контроля доступа к портам и устройствам","2931802","224","1465901"
"организацию антивирусной защиты","8512088","311","4256044"
"решения касающиеся сетевой безопасности и отражения угроз","5883180","151","1961060"
"организация систем видеонаблюдения","5674128","112","1891376"
"построение и обслуживание структурированных кабельных систем (СКС)","4092372","188","1364124"
"создание и поддержка интеллектуальных медиасистем","7339001","271","2446333"
"телефония","4646989","155","1548996"
"создание виртуального офиса","5891550","264","2945775"
"организация резервного копирования","4921341","112","2460670"
"администрирование сетей и серверов","8464503","273","4232251"
"техническая поддержка рабочих станций и ИТ сервисов","2803522","208","934507"
"веб-разработка","5576390","70","1858796"
"создание мобильных систем","5075335","14","1691778"
"создание и обслуживание систем контроля доступа к портам и устройствам","7051510","213","3525755"
"организацию антивирусной защиты","3655861","127","1827930"
"решения касающиеся сетевой безопасности и отражения угроз","6623584","149","3311792"
"организация систем видеонаблюдения","3093423","165","1546711"
"построение и обслуживание структурированных кабельных систем (СКС)","381022","160","127007"
"создание и поддержка интеллектуальных медиасистем","6767835","290","2255945"
"телефония","6672881","212","3336440"
"создание виртуального офиса","2614604","312","871534"
"организация резервного копирования","2688854","141","896284"
"администрирование сетей и серверов","9114482","257","4557241"
"техническая поддержка рабочих станций и ИТ сервисов","9250972","80","3083657"
"веб-разработка","629777","216","209925"
"создание мобильных систем","4542476","156","2271238"
"создание и обслуживание систем контроля доступа к портам и устройствам","2606265","59","868755"
"организацию антивирусной защиты","8465496","191","4232748"
