"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"решения касающиеся сетевой безопасности и отражения угроз","4462690","159","2231345"
"организация систем видеонаблюдения","7663385","120","2554461"
"построение и обслуживание структурированных кабельных систем (СКС)","9079653","202","3026551"
"создание и поддержка интеллектуальных медиасистем","6552943","111","3276471"
"телефония","7516790","246","3758395"
"создание виртуального офиса","3128506","164","1564253"
"организация резервного копирования","1814142","208","604714"
"администрирование сетей и серверов","1452615","100","484205"
"техническая поддержка рабочих станций и ИТ сервисов","4029331","112","1343110"
"веб-разработка","4598873","333","2299436"
"создание мобильных систем","340055","212","170027"
"создание и обслуживание систем контроля доступа к портам и устройствам","9739081","354","4869540"
"организацию антивирусной защиты","2847296","79","949098"
"решения касающиеся сетевой безопасности и отражения угроз","9804822","349","3268274"
"организация систем видеонаблюдения","806362","203","268787"
"построение и обслуживание структурированных кабельных систем (СКС)","914506","41","457253"
"создание и поддержка интеллектуальных медиасистем","3759351","222","1253117"
"телефония","8104772","263","2701590"
"создание виртуального офиса","7593761","299","3796880"
"организация резервного копирования","8363645","286","2787881"
"администрирование сетей и серверов","9283657","245","3094552"
"техническая поддержка рабочих станций и ИТ сервисов","4583150","303","1527716"
"веб-разработка","8585427","80","4292713"
"создание мобильных систем","2705354","181","1352677"
"создание и обслуживание систем контроля доступа к портам и устройствам","3354639","60","1118213"
"организацию антивирусной защиты","8676853","140","2892284"
"решения касающиеся сетевой безопасности и отражения угроз","9794234","134","3264744"
"организация систем видеонаблюдения","6319325","255","2106441"
"построение и обслуживание структурированных кабельных систем (СКС)","246798","233","82266"
"создание и поддержка интеллектуальных медиасистем","2259509","61","1129754"
"телефония","1886210","19","628736"
"создание виртуального офиса","6202074","15","2067358"
"организация резервного копирования","247078","175","123539"
"администрирование сетей и серверов","2793381","300","1396690"
"техническая поддержка рабочих станций и ИТ сервисов","6356561","315","2118853"
"веб-разработка","1234606","250","411535"
"создание мобильных систем","9496279","62","4748139"
"создание и обслуживание систем контроля доступа к портам и устройствам","8954301","199","4477150"
"организацию антивирусной защиты","533373","85","177791"
"решения касающиеся сетевой безопасности и отражения угроз","2861344","184","953781"
"организация систем видеонаблюдения","6729873","229","3364936"
"построение и обслуживание структурированных кабельных систем (СКС)","2678450","355","892816"
"создание и поддержка интеллектуальных медиасистем","3661710","92","1830855"
"телефония","2612487","299","1306243"
"создание виртуального офиса","7425238","254","3712619"
"организация резервного копирования","5161245","333","1720415"
"администрирование сетей и серверов","3540818","196","1180272"
"техническая поддержка рабочих станций и ИТ сервисов","8033685","255","4016842"
"веб-разработка","7282862","117","3641431"
"создание мобильных систем","7971002","52","2657000"
"создание и обслуживание систем контроля доступа к портам и устройствам","4321110","106","2160555"
"организацию антивирусной защиты","7852177","222","3926088"
"решения касающиеся сетевой безопасности и отражения угроз","1392583","100","464194"
"организация систем видеонаблюдения","6489611","112","2163203"
"построение и обслуживание структурированных кабельных систем (СКС)","3455592","326","1727796"
"создание и поддержка интеллектуальных медиасистем","7078082","144","3539041"
"телефония","7072103","194","2357367"
"создание виртуального офиса","6128316","263","3064158"
"организация резервного копирования","9175174","53","4587587"
"администрирование сетей и серверов","723399","177","361699"
"техническая поддержка рабочих станций и ИТ сервисов","7378672","69","2459557"
"веб-разработка","8471234","161","2823744"
"создание мобильных систем","5965474","284","1988491"
"создание и обслуживание систем контроля доступа к портам и устройствам","7590532","127","3795266"
"организацию антивирусной защиты","5610606","321","1870202"
"решения касающиеся сетевой безопасности и отражения угроз","6130589","14","3065294"
"организация систем видеонаблюдения","2759957","166","1379978"
"построение и обслуживание структурированных кабельных систем (СКС)","804759","110","402379"
"создание и поддержка интеллектуальных медиасистем","5007616","112","2503808"
"телефония","5646173","226","1882057"
"создание виртуального офиса","2943324","188","1471662"
"организация резервного копирования","1142057","113","380685"
"администрирование сетей и серверов","4167232","364","2083616"
"техническая поддержка рабочих станций и ИТ сервисов","5154176","241","2577088"
"веб-разработка","3111156","54","1037052"
"создание мобильных систем","8498624","137","4249312"
"создание и обслуживание систем контроля доступа к портам и устройствам","1415633","215","707816"
"организацию антивирусной защиты","2411577","220","1205788"
"решения касающиеся сетевой безопасности и отражения угроз","3796622","28","1898311"
"организация систем видеонаблюдения","4565936","304","1521978"
"построение и обслуживание структурированных кабельных систем (СКС)","5269828","194","1756609"
"создание и поддержка интеллектуальных медиасистем","1553357","332","517785"
"телефония","2729518","180","1364759"
"создание виртуального офиса","687601","38","343800"
"организация резервного копирования","1768071","90","884035"
"администрирование сетей и серверов","3391990","16","1130663"
"техническая поддержка рабочих станций и ИТ сервисов","5407302","250","1802434"
"веб-разработка","6004876","186","3002438"
"создание мобильных систем","8402539","174","2800846"
"создание и обслуживание систем контроля доступа к портам и устройствам","3454730","172","1727365"
"организацию антивирусной защиты","7857290","230","2619096"
"решения касающиеся сетевой безопасности и отражения угроз","2296304","247","1148152"
"организация систем видеонаблюдения","6281904","165","2093968"
"построение и обслуживание структурированных кабельных систем (СКС)","9694998","248","4847499"
"создание и поддержка интеллектуальных медиасистем","5246096","190","2623048"
"телефония","2374401","14","1187200"
"создание виртуального офиса","6894319","71","2298106"
"организация резервного копирования","4319684","64","2159842"
"администрирование сетей и серверов","2129254","246","709751"
"техническая поддержка рабочих станций и ИТ сервисов","8955952","25","2985317"
"веб-разработка","8404419","360","4202209"
"создание мобильных систем","8444348","128","2814782"
"создание и обслуживание систем контроля доступа к портам и устройствам","6988623","335","2329541"
"организацию антивирусной защиты","5896261","237","2948130"
"решения касающиеся сетевой безопасности и отражения угроз","292565","260","146282"
"организация систем видеонаблюдения","3934695","161","1967347"
"построение и обслуживание структурированных кабельных систем (СКС)","7142171","224","3571085"
"создание и поддержка интеллектуальных медиасистем","3444217","180","1722108"
"телефония","5055779","350","2527889"
"создание виртуального офиса","122734","21","40911"
"организация резервного копирования","2255778","61","1127889"
"администрирование сетей и серверов","1412032","154","470677"
"техническая поддержка рабочих станций и ИТ сервисов","243341","168","81113"
"веб-разработка","8729025","16","2909675"
"создание мобильных систем","7648733","281","3824366"
"создание и обслуживание систем контроля доступа к портам и устройствам","8498499","109","2832833"
"организацию антивирусной защиты","7707771","353","3853885"
"решения касающиеся сетевой безопасности и отражения угроз","337908","131","112636"
"организация систем видеонаблюдения","5394274","186","1798091"
"построение и обслуживание структурированных кабельных систем (СКС)","8614892","73","4307446"
"создание и поддержка интеллектуальных медиасистем","6461614","19","2153871"
"телефония","5324771","200","1774923"
"создание виртуального офиса","4192538","152","2096269"
"организация резервного копирования","2699066","16","1349533"
"администрирование сетей и серверов","822018","52","274006"
"техническая поддержка рабочих станций и ИТ сервисов","2280758","160","1140379"
"веб-разработка","8715360","355","4357680"
"создание мобильных систем","3826133","27","1913066"
"создание и обслуживание систем контроля доступа к портам и устройствам","2800252","305","1400126"
"организацию антивирусной защиты","7187711","335","2395903"
"решения касающиеся сетевой безопасности и отражения угроз","8233944","178","4116972"
"организация систем видеонаблюдения","5290939","111","1763646"
"построение и обслуживание структурированных кабельных систем (СКС)","3902486","15","1951243"
"создание и поддержка интеллектуальных медиасистем","9959232","281","3319744"
"телефония","7444553","62","2481517"
"создание виртуального офиса","6110521","339","3055260"
"организация резервного копирования","8596900","357","2865633"
"администрирование сетей и серверов","9850090","281","4925045"
"техническая поддержка рабочих станций и ИТ сервисов","3773561","273","1886780"
"веб-разработка","9100437","356","4550218"
"создание мобильных систем","1072770","33","536385"
"создание и обслуживание систем контроля доступа к портам и устройствам","817185","52","272395"
"организацию антивирусной защиты","8753027","183","4376513"
"решения касающиеся сетевой безопасности и отражения угроз","3988776","200","1994388"
"организация систем видеонаблюдения","6888380","146","3444190"
"построение и обслуживание структурированных кабельных систем (СКС)","6039771","205","2013257"
"создание и поддержка интеллектуальных медиасистем","6347383","147","3173691"
"телефония","1327081","262","442360"
"создание виртуального офиса","9112921","101","3037640"
"организация резервного копирования","7716999","357","3858499"
"администрирование сетей и серверов","8719503","280","4359751"
"техническая поддержка рабочих станций и ИТ сервисов","2052996","46","684332"
"веб-разработка","4183109","279","1394369"
"создание мобильных систем","7925002","335","3962501"
"создание и обслуживание систем контроля доступа к портам и устройствам","3024458","275","1512229"
"организацию антивирусной защиты","7284970","64","2428323"
"решения касающиеся сетевой безопасности и отражения угроз","7185498","311","2395166"
"организация систем видеонаблюдения","525700","46","175233"
"построение и обслуживание структурированных кабельных систем (СКС)","7512519","334","3756259"
"создание и поддержка интеллектуальных медиасистем","1045058","158","522529"
"телефония","5266378","135","1755459"
"создание виртуального офиса","657841","282","219280"
"организация резервного копирования","5533471","320","1844490"
"администрирование сетей и серверов","3692669","273","1230889"
"техническая поддержка рабочих станций и ИТ сервисов","9515148","95","4757574"
"веб-разработка","1404396","169","468132"
"создание мобильных систем","8060478","24","2686826"
"создание и обслуживание систем контроля доступа к портам и устройствам","5294375","203","1764791"
"организацию антивирусной защиты","5188704","325","1729568"
"решения касающиеся сетевой безопасности и отражения угроз","7939310","223","3969655"
"организация систем видеонаблюдения","6315968","14","3157984"
"построение и обслуживание структурированных кабельных систем (СКС)","6828698","209","3414349"
"создание и поддержка интеллектуальных медиасистем","1604481","100","802240"
"телефония","2128852","133","1064426"
"создание виртуального офиса","5557509","159","1852503"
"организация резервного копирования","3085228","81","1542614"
"администрирование сетей и серверов","3505414","309","1752707"
"техническая поддержка рабочих станций и ИТ сервисов","4612990","158","2306495"
"веб-разработка","4893072","236","1631024"
"создание мобильных систем","9226824","352","3075608"
"создание и обслуживание систем контроля доступа к портам и устройствам","1026548","82","342182"
"организацию антивирусной защиты","2315732","242","771910"
"решения касающиеся сетевой безопасности и отражения угроз","1728738","248","864369"
"организация систем видеонаблюдения","3590522","291","1795261"
"построение и обслуживание структурированных кабельных систем (СКС)","8403716","182","2801238"
"создание и поддержка интеллектуальных медиасистем","2663203","36","1331601"
"телефония","7636557","94","3818278"
"создание виртуального офиса","3765188","341","1882594"
"организация резервного копирования","6615852","332","3307926"
"администрирование сетей и серверов","8836677","83","4418338"
"техническая поддержка рабочих станций и ИТ сервисов","4551032","122","1517010"
"веб-разработка","2004174","103","668058"
"создание мобильных систем","8208845","275","4104422"
"создание и обслуживание систем контроля доступа к портам и устройствам","7211295","113","2403765"
"организацию антивирусной защиты","6394702","43","2131567"
"решения касающиеся сетевой безопасности и отражения угроз","9568666","174","3189555"
"организация систем видеонаблюдения","5087961","175","2543980"
"построение и обслуживание структурированных кабельных систем (СКС)","8919364","200","2973121"
"создание и поддержка интеллектуальных медиасистем","9513347","197","4756673"
"телефония","9233973","173","4616986"
"создание виртуального офиса","546847","343","273423"
"организация резервного копирования","8255798","110","2751932"
"администрирование сетей и серверов","8039237","247","4019618"
"техническая поддержка рабочих станций и ИТ сервисов","1661578","310","553859"
"веб-разработка","2248116","72","1124058"
"создание мобильных систем","7242124","262","3621062"
"создание и обслуживание систем контроля доступа к портам и устройствам","9412858","102","3137619"
"организацию антивирусной защиты","6121041","24","3060520"
"решения касающиеся сетевой безопасности и отражения угроз","3631135","252","1815567"
"организация систем видеонаблюдения","9281712","81","3093904"
"построение и обслуживание структурированных кабельных систем (СКС)","8726524","22","2908841"
"создание и поддержка интеллектуальных медиасистем","2119876","182","1059938"
"телефония","7776512","160","3888256"
"создание виртуального офиса","6054303","250","3027151"
"организация резервного копирования","3852238","346","1284079"
"администрирование сетей и серверов","1588049","309","529349"
"техническая поддержка рабочих станций и ИТ сервисов","4026846","109","1342282"
"веб-разработка","4279059","318","2139529"
"создание мобильных систем","3032281","231","1516140"
"создание и обслуживание систем контроля доступа к портам и устройствам","9618700","345","3206233"
"организацию антивирусной защиты","4635565","187","2317782"
"решения касающиеся сетевой безопасности и отражения угроз","4730302","101","2365151"
"организация систем видеонаблюдения","8915431","225","4457715"
"построение и обслуживание структурированных кабельных систем (СКС)","4551708","79","2275854"
"создание и поддержка интеллектуальных медиасистем","9298489","194","3099496"
"телефония","8386412","196","4193206"
"создание виртуального офиса","7034619","222","3517309"
"организация резервного копирования","5738678","256","2869339"
"администрирование сетей и серверов","3012913","217","1506456"
"техническая поддержка рабочих станций и ИТ сервисов","7243499","339","2414499"
"веб-разработка","2514987","338","1257493"
"создание мобильных систем","2132167","240","710722"
"создание и обслуживание систем контроля доступа к портам и устройствам","5054290","203","1684763"
"организацию антивирусной защиты","365863","225","121954"
"решения касающиеся сетевой безопасности и отражения угроз","7905788","328","3952894"
"организация систем видеонаблюдения","6429898","208","3214949"
"построение и обслуживание структурированных кабельных систем (СКС)","1896367","78","632122"
"создание и поддержка интеллектуальных медиасистем","7206734","70","2402244"
"телефония","9786361","181","3262120"
"создание виртуального офиса","8426713","295","4213356"
"организация резервного копирования","682618","149","341309"
"администрирование сетей и серверов","6334674","239","3167337"
"техническая поддержка рабочих станций и ИТ сервисов","4964559","27","1654853"
"веб-разработка","2754176","190","1377088"
"создание мобильных систем","383442","130","191721"
"создание и обслуживание систем контроля доступа к портам и устройствам","4953101","90","1651033"
"организацию антивирусной защиты","4085703","93","1361901"
"решения касающиеся сетевой безопасности и отражения угроз","1833806","272","916903"
"организация систем видеонаблюдения","1517961","126","505987"
"построение и обслуживание структурированных кабельных систем (СКС)","7063774","350","2354591"
"создание и поддержка интеллектуальных медиасистем","915424","110","305141"
"телефония","2339269","257","1169634"
"создание виртуального офиса","8090096","174","2696698"
"организация резервного копирования","9881713","142","4940856"
"администрирование сетей и серверов","4576521","214","1525507"
"техническая поддержка рабочих станций и ИТ сервисов","9625648","282","3208549"
"веб-разработка","7768161","21","3884080"
"создание мобильных систем","6262365","310","2087455"
"создание и обслуживание систем контроля доступа к портам и устройствам","5942617","302","1980872"
"организацию антивирусной защиты","9372777","144","3124259"
"решения касающиеся сетевой безопасности и отражения угроз","5143207","334","2571603"
"организация систем видеонаблюдения","5925707","125","1975235"
"построение и обслуживание структурированных кабельных систем (СКС)","3247967","126","1082655"
"создание и поддержка интеллектуальных медиасистем","3387056","257","1129018"
"телефония","1628772","349","542924"
"создание виртуального офиса","6277241","79","2092413"
"организация резервного копирования","9997758","135","3332586"
"администрирование сетей и серверов","433830","63","144610"
"техническая поддержка рабочих станций и ИТ сервисов","8153980","347","4076990"
"веб-разработка","5772755","178","1924251"
"создание мобильных систем","2476906","51","825635"
"создание и обслуживание систем контроля доступа к портам и устройствам","1539692","35","769846"
"организацию антивирусной защиты","9032650","206","4516325"
"решения касающиеся сетевой безопасности и отражения угроз","2002652","332","1001326"
"организация систем видеонаблюдения","3334818","158","1667409"
"построение и обслуживание структурированных кабельных систем (СКС)","2957148","355","1478574"
"создание и поддержка интеллектуальных медиасистем","9054208","94","3018069"
"телефония","5884898","238","2942449"
"создание виртуального офиса","9785044","238","3261681"
"организация резервного копирования","5000918","324","1666972"
"администрирование сетей и серверов","8352455","42","2784151"
"техническая поддержка рабочих станций и ИТ сервисов","2516600","250","838866"
"веб-разработка","992116","198","330705"
"создание мобильных систем","4675881","314","2337940"
"создание и обслуживание систем контроля доступа к портам и устройствам","3711012","170","1855506"
"организацию антивирусной защиты","9212017","203","4606008"
"решения касающиеся сетевой безопасности и отражения угроз","7737519","83","2579173"
"организация систем видеонаблюдения","4225402","78","2112701"
"построение и обслуживание структурированных кабельных систем (СКС)","8012726","32","2670908"
"создание и поддержка интеллектуальных медиасистем","1856955","32","928477"
"телефония","8065466","233","2688488"
"создание виртуального офиса","7332275","194","3666137"
"организация резервного копирования","6661307","359","3330653"
"администрирование сетей и серверов","2041814","238","1020907"
"техническая поддержка рабочих станций и ИТ сервисов","8840707","37","4420353"
"веб-разработка","5069451","141","1689817"
"создание мобильных систем","902290","204","451145"
"создание и обслуживание систем контроля доступа к портам и устройствам","4836112","331","2418056"
"организацию антивирусной защиты","2527241","159","842413"
"решения касающиеся сетевой безопасности и отражения угроз","8639278","126","4319639"
"организация систем видеонаблюдения","7323420","159","2441140"
"построение и обслуживание структурированных кабельных систем (СКС)","5961822","218","2980911"
"создание и поддержка интеллектуальных медиасистем","2160136","332","1080068"
"телефония","3979657","110","1989828"
"создание виртуального офиса","4687548","190","1562516"
"организация резервного копирования","4707961","147","2353980"
"администрирование сетей и серверов","4074292","14","2037146"
"техническая поддержка рабочих станций и ИТ сервисов","2785053","207","1392526"
"веб-разработка","5183090","327","1727696"
"создание мобильных систем","8468679","74","2822893"
"создание и обслуживание систем контроля доступа к портам и устройствам","4898428","356","1632809"
"организацию антивирусной защиты","5647443","298","2823721"
"решения касающиеся сетевой безопасности и отражения угроз","1687443","47","843721"
"организация систем видеонаблюдения","3356701","121","1118900"
"построение и обслуживание структурированных кабельных систем (СКС)","9606732","315","4803366"
"создание и поддержка интеллектуальных медиасистем","7483769","203","2494589"
"телефония","9978228","170","4989114"
"создание виртуального офиса","218172","178","72724"
"организация резервного копирования","2010391","70","1005195"
"администрирование сетей и серверов","943674","284","471837"
"техническая поддержка рабочих станций и ИТ сервисов","3088119","75","1544059"
"веб-разработка","9796042","17","3265347"
"создание мобильных систем","995877","153","331959"
"создание и обслуживание систем контроля доступа к портам и устройствам","7048651","226","3524325"
"организацию антивирусной защиты","987552","289","493776"
"решения касающиеся сетевой безопасности и отражения угроз","4713558","44","1571186"
"организация систем видеонаблюдения","9886456","255","4943228"
"построение и обслуживание структурированных кабельных систем (СКС)","8482773","67","2827591"
"создание и поддержка интеллектуальных медиасистем","2915348","64","1457674"
"телефония","3018384","327","1509192"
"создание виртуального офиса","9513593","52","4756796"
"организация резервного копирования","1538064","26","769032"
"администрирование сетей и серверов","3158733","251","1579366"
"техническая поддержка рабочих станций и ИТ сервисов","9370709","39","3123569"
"веб-разработка","9468452","37","3156150"
"создание мобильных систем","7375051","119","3687525"
"создание и обслуживание систем контроля доступа к портам и устройствам","2517592","49","839197"
"организацию антивирусной защиты","3426467","360","1142155"
"решения касающиеся сетевой безопасности и отражения угроз","1009933","323","504966"
"организация систем видеонаблюдения","7393449","229","2464483"
"построение и обслуживание структурированных кабельных систем (СКС)","4256780","304","1418926"
"создание и поддержка интеллектуальных медиасистем","5883019","292","2941509"
"телефония","9157165","48","4578582"
"создание виртуального офиса","7225093","241","3612546"
"организация резервного копирования","2391814","95","797271"
"администрирование сетей и серверов","181092","17","60364"
"техническая поддержка рабочих станций и ИТ сервисов","9233421","102","4616710"
"веб-разработка","9316502","170","4658251"
"создание мобильных систем","2656357","81","885452"
"создание и обслуживание систем контроля доступа к портам и устройствам","8634715","114","4317357"
"организацию антивирусной защиты","4741005","130","2370502"
"решения касающиеся сетевой безопасности и отражения угроз","734765","93","367382"
"организация систем видеонаблюдения","4047263","32","1349087"
"построение и обслуживание структурированных кабельных систем (СКС)","9205512","101","4602756"
"создание и поддержка интеллектуальных медиасистем","2208626","91","1104313"
"телефония","6487099","183","2162366"
"создание виртуального офиса","3913662","364","1956831"
"организация резервного копирования","7559869","216","2519956"
"администрирование сетей и серверов","8942250","250","2980750"
"техническая поддержка рабочих станций и ИТ сервисов","4736112","304","2368056"
"веб-разработка","7942939","303","2647646"
"создание мобильных систем","2829752","105","1414876"
"создание и обслуживание систем контроля доступа к портам и устройствам","1113565","235","556782"
"организацию антивирусной защиты","8891934","154","2963978"
"решения касающиеся сетевой безопасности и отражения угроз","6882645","153","3441322"
"организация систем видеонаблюдения","1351511","243","675755"
"построение и обслуживание структурированных кабельных систем (СКС)","3789714","125","1894857"
"создание и поддержка интеллектуальных медиасистем","4759100","123","2379550"
"телефония","7741806","239","3870903"
"создание виртуального офиса","7243723","60","2414574"
"организация резервного копирования","7350330","135","3675165"
"администрирование сетей и серверов","8310310","234","2770103"
"техническая поддержка рабочих станций и ИТ сервисов","5765187","51","2882593"
"веб-разработка","2227940","254","1113970"
"создание мобильных систем","120765","79","40255"
"создание и обслуживание систем контроля доступа к портам и устройствам","759042","40","379521"
"организацию антивирусной защиты","7164741","237","2388247"
"решения касающиеся сетевой безопасности и отражения угроз","2606092","50","1303046"
"организация систем видеонаблюдения","2318016","352","1159008"
"построение и обслуживание структурированных кабельных систем (СКС)","3561629","322","1780814"
"создание и поддержка интеллектуальных медиасистем","5933497","119","1977832"
"телефония","985809","260","492904"
"создание виртуального офиса","8872336","325","4436168"
"организация резервного копирования","247988","109","82662"
"администрирование сетей и серверов","2821576","195","1410788"
"техническая поддержка рабочих станций и ИТ сервисов","4990586","235","2495293"
"веб-разработка","4441838","168","1480612"
"создание мобильных систем","7362031","126","3681015"
"создание и обслуживание систем контроля доступа к портам и устройствам","9569539","18","4784769"
"организацию антивирусной защиты","8608858","27","2869619"
"решения касающиеся сетевой безопасности и отражения угроз","6210486","313","3105243"
"организация систем видеонаблюдения","677703","61","338851"
"построение и обслуживание структурированных кабельных систем (СКС)","7592472","37","2530824"
"создание и поддержка интеллектуальных медиасистем","2206978","218","1103489"
"телефония","7345933","145","2448644"
"создание виртуального офиса","1637064","49","545688"
"организация резервного копирования","2954537","97","984845"
"администрирование сетей и серверов","5593617","103","2796808"
"техническая поддержка рабочих станций и ИТ сервисов","4259206","341","1419735"
"веб-разработка","6468146","25","2156048"
"создание мобильных систем","2770575","317","923525"
"создание и обслуживание систем контроля доступа к портам и устройствам","1880839","166","940419"
"организацию антивирусной защиты","7096114","334","3548057"
"решения касающиеся сетевой безопасности и отражения угроз","7749178","47","3874589"
"организация систем видеонаблюдения","2934251","278","1467125"
"построение и обслуживание структурированных кабельных систем (СКС)","2650615","218","883538"
"создание и поддержка интеллектуальных медиасистем","816418","330","272139"
"телефония","645165","23","215055"
"создание виртуального офиса","1801060","290","600353"
"организация резервного копирования","3915419","304","1957709"
"администрирование сетей и серверов","7457626","223","3728813"
"техническая поддержка рабочих станций и ИТ сервисов","3166580","317","1055526"
"веб-разработка","9838114","277","4919057"
"создание мобильных систем","5700801","15","2850400"
"создание и обслуживание систем контроля доступа к портам и устройствам","3159667","120","1579833"
"организацию антивирусной защиты","9706674","48","4853337"
"решения касающиеся сетевой безопасности и отражения угроз","4938374","322","1646124"
"организация систем видеонаблюдения","1355682","178","451894"
"построение и обслуживание структурированных кабельных систем (СКС)","254541","45","127270"
"создание и поддержка интеллектуальных медиасистем","7789739","119","2596579"
"телефония","2963780","326","987926"
"создание виртуального офиса","4761555","289","2380777"
"организация резервного копирования","2348944","161","782981"
"администрирование сетей и серверов","7247039","127","2415679"
"техническая поддержка рабочих станций и ИТ сервисов","4019838","283","1339946"
"веб-разработка","2391925","56","797308"
"создание мобильных систем","6865405","302","2288468"
"создание и обслуживание систем контроля доступа к портам и устройствам","7313684","271","3656842"
"организацию антивирусной защиты","4645054","232","2322527"
"решения касающиеся сетевой безопасности и отражения угроз","4121352","142","1373784"
"организация систем видеонаблюдения","8029974","313","4014987"
"построение и обслуживание структурированных кабельных систем (СКС)","2197714","134","1098857"
"создание и поддержка интеллектуальных медиасистем","7705199","112","3852599"
"телефония","3172988","293","1586494"
"создание виртуального офиса","6561158","130","2187052"
"организация резервного копирования","9900711","69","3300237"
"администрирование сетей и серверов","5232633","260","2616316"
"техническая поддержка рабочих станций и ИТ сервисов","5954279","272","1984759"
"веб-разработка","5856622","136","2928311"
"создание мобильных систем","8741131","170","4370565"
"создание и обслуживание систем контроля доступа к портам и устройствам","2560855","280","853618"
"организацию антивирусной защиты","9773875","236","4886937"
