"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"веб-разработка","7947658","246","2649219"
"создание мобильных систем","4283753","84","2141876"
"создание и обслуживание систем контроля доступа к портам и устройствам","6052760","283","3026380"
"организацию антивирусной защиты","1507058","56","753529"
"решения касающиеся сетевой безопасности и отражения угроз","7830064","334","3915032"
"организация систем видеонаблюдения","6394186","36","3197093"
"построение и обслуживание структурированных кабельных систем (СКС)","7555322","325","3777661"
"создание и поддержка интеллектуальных медиасистем","3693381","126","1231127"
"телефония","5802151","271","2901075"
"создание виртуального офиса","5799041","184","1933013"
"организация резервного копирования","5576277","38","2788138"
"администрирование сетей и серверов","4707174","310","2353587"
"техническая поддержка рабочих станций и ИТ сервисов","7897312","348","2632437"
"веб-разработка","1415287","311","471762"
"создание мобильных систем","6834706","98","2278235"
"создание и обслуживание систем контроля доступа к портам и устройствам","8421983","228","2807327"
"организацию антивирусной защиты","6328170","47","3164085"
"решения касающиеся сетевой безопасности и отражения угроз","9427823","253","3142607"
"организация систем видеонаблюдения","4428389","38","1476129"
"построение и обслуживание структурированных кабельных систем (СКС)","5677217","280","2838608"
"создание и поддержка интеллектуальных медиасистем","7586239","131","2528746"
"телефония","379450","165","189725"
"создание виртуального офиса","641672","50","320836"
"организация резервного копирования","4704222","288","2352111"
"администрирование сетей и серверов","5097899","58","1699299"
"техническая поддержка рабочих станций и ИТ сервисов","8213614","198","4106807"
"веб-разработка","1251750","260","417250"
"создание мобильных систем","1193251","311","596625"
"создание и обслуживание систем контроля доступа к портам и устройствам","2418208","240","1209104"
"организацию антивирусной защиты","5398683","48","1799561"
"решения касающиеся сетевой безопасности и отражения угроз","9604463","355","4802231"
"организация систем видеонаблюдения","3378418","340","1126139"
"построение и обслуживание структурированных кабельных систем (СКС)","7049449","317","3524724"
"создание и поддержка интеллектуальных медиасистем","7838603","330","2612867"
"телефония","4780897","25","1593632"
"создание виртуального офиса","9201539","79","3067179"
"организация резервного копирования","4196977","177","2098488"
"администрирование сетей и серверов","7496845","75","2498948"
"техническая поддержка рабочих станций и ИТ сервисов","7875661","279","2625220"
"веб-разработка","6330712","60","2110237"
"создание мобильных систем","1305367","148","652683"
"создание и обслуживание систем контроля доступа к портам и устройствам","9504932","132","4752466"
"организацию антивирусной защиты","5485350","154","1828450"
"решения касающиеся сетевой безопасности и отражения угроз","6692826","154","3346413"
"организация систем видеонаблюдения","9371079","261","4685539"
"построение и обслуживание структурированных кабельных систем (СКС)","1779005","317","889502"
"создание и поддержка интеллектуальных медиасистем","2762309","32","920769"
"телефония","3863066","47","1931533"
"создание виртуального офиса","6765209","273","2255069"
"организация резервного копирования","1655223","36","551741"
"администрирование сетей и серверов","9363921","24","4681960"
"техническая поддержка рабочих станций и ИТ сервисов","7993068","108","3996534"
"веб-разработка","6645993","215","3322996"
"создание мобильных систем","5720484","360","1906828"
"создание и обслуживание систем контроля доступа к портам и устройствам","9226753","332","4613376"
"организацию антивирусной защиты","4525590","278","2262795"
"решения касающиеся сетевой безопасности и отражения угроз","1579128","310","789564"
"организация систем видеонаблюдения","1793756","222","896878"
"построение и обслуживание структурированных кабельных систем (СКС)","6381912","266","2127304"
"создание и поддержка интеллектуальных медиасистем","6352136","264","2117378"
"телефония","9618242","123","4809121"
"создание виртуального офиса","6575551","224","3287775"
"организация резервного копирования","338288","339","169144"
"администрирование сетей и серверов","8077541","247","2692513"
"техническая поддержка рабочих станций и ИТ сервисов","1523746","351","761873"
"веб-разработка","7143497","270","2381165"
"создание мобильных систем","5180797","266","2590398"
"создание и обслуживание систем контроля доступа к портам и устройствам","8927290","321","4463645"
"организацию антивирусной защиты","3054952","115","1527476"
"решения касающиеся сетевой безопасности и отражения угроз","1830937","201","610312"
"организация систем видеонаблюдения","8806055","76","4403027"
"построение и обслуживание структурированных кабельных систем (СКС)","8429564","355","4214782"
"создание и поддержка интеллектуальных медиасистем","1349322","19","674661"
"телефония","5478685","93","1826228"
"создание виртуального офиса","5379698","283","2689849"
"организация резервного копирования","7567581","69","2522527"
"администрирование сетей и серверов","2085969","160","695323"
"техническая поддержка рабочих станций и ИТ сервисов","9328764","193","4664382"
"веб-разработка","5139487","24","2569743"
"создание мобильных систем","789291","125","263097"
"создание и обслуживание систем контроля доступа к портам и устройствам","1631285","70","815642"
"организацию антивирусной защиты","2691359","313","1345679"
"решения касающиеся сетевой безопасности и отражения угроз","6322987","92","2107662"
"организация систем видеонаблюдения","3716357","213","1238785"
"построение и обслуживание структурированных кабельных систем (СКС)","6289635","113","2096545"
"создание и поддержка интеллектуальных медиасистем","9575613","120","3191871"
"телефония","4242773","48","1414257"
"создание виртуального офиса","7959963","334","2653321"
"организация резервного копирования","821850","245","273950"
"администрирование сетей и серверов","7747649","271","2582549"
"техническая поддержка рабочих станций и ИТ сервисов","5011197","162","1670399"
"веб-разработка","4146049","114","2073024"
"создание мобильных систем","4562421","320","2281210"
"создание и обслуживание систем контроля доступа к портам и устройствам","8822778","282","2940926"
"организацию антивирусной защиты","6105512","138","3052756"
"решения касающиеся сетевой безопасности и отражения угроз","9527279","254","4763639"
"организация систем видеонаблюдения","3928898","264","1309632"
"построение и обслуживание структурированных кабельных систем (СКС)","9570591","276","4785295"
"создание и поддержка интеллектуальных медиасистем","2581408","18","860469"
"телефония","8734552","197","4367276"
"создание виртуального офиса","8339633","287","4169816"
"организация резервного копирования","1736797","217","578932"
"администрирование сетей и серверов","5543608","56","1847869"
"техническая поддержка рабочих станций и ИТ сервисов","3561541","200","1780770"
"веб-разработка","944329","273","314776"
"создание мобильных систем","6321694","152","2107231"
"создание и обслуживание систем контроля доступа к портам и устройствам","560334","173","186778"
"организацию антивирусной защиты","7290798","307","3645399"
"решения касающиеся сетевой безопасности и отражения угроз","2420244","162","806748"
"организация систем видеонаблюдения","1173047","102","586523"
"построение и обслуживание структурированных кабельных систем (СКС)","2047497","180","1023748"
"создание и поддержка интеллектуальных медиасистем","3282452","185","1094150"
"телефония","8341883","81","4170941"
"создание виртуального офиса","1166991","163","388997"
"организация резервного копирования","4757057","240","2378528"
"администрирование сетей и серверов","3984638","208","1992319"
"техническая поддержка рабочих станций и ИТ сервисов","7438636","359","3719318"
"веб-разработка","6542087","252","2180695"
"создание мобильных систем","7772477","344","3886238"
"создание и обслуживание систем контроля доступа к портам и устройствам","3749486","231","1874743"
"организацию антивирусной защиты","1118903","96","559451"
"решения касающиеся сетевой безопасности и отражения угроз","6560267","133","3280133"
"организация систем видеонаблюдения","4112248","346","1370749"
"построение и обслуживание структурированных кабельных систем (СКС)","8366750","222","2788916"
"создание и поддержка интеллектуальных медиасистем","6640664","169","2213554"
"телефония","7193555","343","3596777"
"создание виртуального офиса","5425373","187","1808457"
"организация резервного копирования","366013","184","122004"
"администрирование сетей и серверов","570127","43","190042"
"техническая поддержка рабочих станций и ИТ сервисов","8390582","278","2796860"
"веб-разработка","7512626","172","3756313"
"создание мобильных систем","6726240","290","3363120"
"создание и обслуживание систем контроля доступа к портам и устройствам","4162252","245","1387417"
"организацию антивирусной защиты","9701996","272","3233998"
"решения касающиеся сетевой безопасности и отражения угроз","2407505","225","802501"
"организация систем видеонаблюдения","1716615","181","858307"
"построение и обслуживание структурированных кабельных систем (СКС)","7382725","248","2460908"
"создание и поддержка интеллектуальных медиасистем","8053213","308","2684404"
"телефония","4832912","60","2416456"
"создание виртуального офиса","8023245","87","2674415"
"организация резервного копирования","9391370","109","3130456"
"администрирование сетей и серверов","7695788","350","3847894"
"техническая поддержка рабочих станций и ИТ сервисов","9358626","117","3119542"
"веб-разработка","6623755","211","2207918"
"создание мобильных систем","4629775","174","2314887"
"создание и обслуживание систем контроля доступа к портам и устройствам","4971930","59","1657310"
"организацию антивирусной защиты","4860503","233","2430251"
"решения касающиеся сетевой безопасности и отражения угроз","4079466","187","2039733"
"организация систем видеонаблюдения","5780488","43","2890244"
"построение и обслуживание структурированных кабельных систем (СКС)","9762232","284","4881116"
"создание и поддержка интеллектуальных медиасистем","817470","207","408735"
"телефония","2549986","210","849995"
"создание виртуального офиса","6752532","349","3376266"
"организация резервного копирования","535436","297","178478"
"администрирование сетей и серверов","5338411","317","2669205"
"техническая поддержка рабочих станций и ИТ сервисов","6114836","259","3057418"
"веб-разработка","2726000","257","1363000"
"создание мобильных систем","2088767","273","696255"
"создание и обслуживание систем контроля доступа к портам и устройствам","4880116","225","1626705"
"организацию антивирусной защиты","5670657","262","2835328"
"решения касающиеся сетевой безопасности и отражения угроз","1296749","309","432249"
"организация систем видеонаблюдения","3075490","191","1537745"
"построение и обслуживание структурированных кабельных систем (СКС)","9871189","20","3290396"
"создание и поддержка интеллектуальных медиасистем","6918213","148","3459106"
"телефония","6076571","106","2025523"
"создание виртуального офиса","2966650","30","988883"
"организация резервного копирования","4042803","153","2021401"
"администрирование сетей и серверов","2307188","60","1153594"
"техническая поддержка рабочих станций и ИТ сервисов","6001092","253","2000364"
"веб-разработка","4438063","309","1479354"
"создание мобильных систем","9707326","177","3235775"
"создание и обслуживание систем контроля доступа к портам и устройствам","2003087","159","667695"
"организацию антивирусной защиты","1708981","33","569660"
"решения касающиеся сетевой безопасности и отражения угроз","1037036","17","518518"
"организация систем видеонаблюдения","3657295","136","1828647"
"построение и обслуживание структурированных кабельных систем (СКС)","5336802","55","2668401"
"создание и поддержка интеллектуальных медиасистем","4037111","252","1345703"
"телефония","851924","162","425962"
"создание виртуального офиса","3974673","69","1987336"
"организация резервного копирования","9540445","285","3180148"
"администрирование сетей и серверов","2687644","146","1343822"
"техническая поддержка рабочих станций и ИТ сервисов","1981378","287","660459"
"веб-разработка","571708","93","190569"
"создание мобильных систем","8837005","296","4418502"
"создание и обслуживание систем контроля доступа к портам и устройствам","3414901","67","1707450"
"организацию антивирусной защиты","3720634","35","1240211"
"решения касающиеся сетевой безопасности и отражения угроз","3248636","67","1082878"
"организация систем видеонаблюдения","9523382","149","4761691"
"построение и обслуживание структурированных кабельных систем (СКС)","430912","200","215456"
"создание и поддержка интеллектуальных медиасистем","5540882","322","2770441"
"телефония","9694288","184","3231429"
"создание виртуального офиса","6761456","270","3380728"
"организация резервного копирования","339935","47","113311"
"администрирование сетей и серверов","1654967","362","551655"
"техническая поддержка рабочих станций и ИТ сервисов","2337230","321","1168615"
"веб-разработка","9598748","37","4799374"
"создание мобильных систем","1471812","103","490604"
"создание и обслуживание систем контроля доступа к портам и устройствам","3736157","137","1245385"
"организацию антивирусной защиты","2898725","22","966241"
"решения касающиеся сетевой безопасности и отражения угроз","1260481","209","630240"
"организация систем видеонаблюдения","3793672","208","1896836"
"построение и обслуживание структурированных кабельных систем (СКС)","8736230","136","4368115"
"создание и поддержка интеллектуальных медиасистем","3856890","287","1285630"
"телефония","5406950","127","2703475"
"создание виртуального офиса","7312923","157","2437641"
"организация резервного копирования","7882798","70","2627599"
"администрирование сетей и серверов","6840724","159","3420362"
"техническая поддержка рабочих станций и ИТ сервисов","3764430","148","1882215"
"веб-разработка","388917","268","194458"
"создание мобильных систем","9199185","281","3066395"
"создание и обслуживание систем контроля доступа к портам и устройствам","6011667","177","2003889"
"организацию антивирусной защиты","202028","331","101014"
"решения касающиеся сетевой безопасности и отражения угроз","1829707","356","914853"
"организация систем видеонаблюдения","5375258","151","1791752"
"построение и обслуживание структурированных кабельных систем (СКС)","5072346","171","2536173"
"создание и поддержка интеллектуальных медиасистем","7453345","197","2484448"
"телефония","8366462","151","4183231"
"создание виртуального офиса","9054216","150","3018072"
"организация резервного копирования","6599437","251","2199812"
"администрирование сетей и серверов","9820409","338","3273469"
"техническая поддержка рабочих станций и ИТ сервисов","4423373","251","1474457"
"веб-разработка","6231839","133","3115919"
"создание мобильных систем","7633686","119","2544562"
"создание и обслуживание систем контроля доступа к портам и устройствам","3297278","325","1099092"
"организацию антивирусной защиты","3610090","48","1203363"
"решения касающиеся сетевой безопасности и отражения угроз","7678857","274","2559619"
"организация систем видеонаблюдения","6163266","15","2054422"
"построение и обслуживание структурированных кабельных систем (СКС)","1768215","140","589405"
"создание и поддержка интеллектуальных медиасистем","6126858","262","2042286"
"телефония","4546631","14","2273315"
"создание виртуального офиса","9446344","160","3148781"
"организация резервного копирования","5436706","327","1812235"
"администрирование сетей и серверов","428694","280","214347"
"техническая поддержка рабочих станций и ИТ сервисов","5665176","75","1888392"
"веб-разработка","5220618","34","1740206"
"создание мобильных систем","4451081","123","2225540"
"создание и обслуживание систем контроля доступа к портам и устройствам","5628895","75","2814447"
"организацию антивирусной защиты","9306148","182","3102049"
"решения касающиеся сетевой безопасности и отражения угроз","3058740","135","1529370"
"организация систем видеонаблюдения","3290563","323","1096854"
"построение и обслуживание структурированных кабельных систем (СКС)","4035342","218","2017671"
"создание и поддержка интеллектуальных медиасистем","596965","169","198988"
"телефония","5447777","84","1815925"
"создание виртуального офиса","3742282","316","1247427"
"организация резервного копирования","3003225","329","1001075"
"администрирование сетей и серверов","1832659","92","916329"
"техническая поддержка рабочих станций и ИТ сервисов","2036092","252","1018046"
"веб-разработка","3411636","80","1705818"
"создание мобильных систем","596626","69","298313"
"создание и обслуживание систем контроля доступа к портам и устройствам","4201835","173","1400611"
"организацию антивирусной защиты","2272804","68","1136402"
"решения касающиеся сетевой безопасности и отражения угроз","4427760","62","2213880"
"организация систем видеонаблюдения","5894042","346","1964680"
"построение и обслуживание структурированных кабельных систем (СКС)","1096315","142","548157"
"создание и поддержка интеллектуальных медиасистем","2507017","147","835672"
"телефония","2337791","101","779263"
"создание виртуального офиса","2454002","332","1227001"
"организация резервного копирования","8884588","68","4442294"
"администрирование сетей и серверов","7769171","243","2589723"
"техническая поддержка рабочих станций и ИТ сервисов","3939629","179","1313209"
"веб-разработка","9512722","35","4756361"
"создание мобильных систем","8758412","28","2919470"
"создание и обслуживание систем контроля доступа к портам и устройствам","9332579","254","4666289"
"организацию антивирусной защиты","9495178","116","3165059"
"решения касающиеся сетевой безопасности и отражения угроз","8308978","114","4154489"
"организация систем видеонаблюдения","4742360","133","2371180"
"построение и обслуживание структурированных кабельных систем (СКС)","9024913","261","4512456"
"создание и поддержка интеллектуальных медиасистем","2314282","166","771427"
"телефония","2829829","341","943276"
"создание виртуального офиса","6624387","281","3312193"
"организация резервного копирования","8263699","258","4131849"
"администрирование сетей и серверов","3818101","292","1909050"
"техническая поддержка рабочих станций и ИТ сервисов","7840934","19","3920467"
"веб-разработка","4336101","101","2168050"
"создание мобильных систем","5435327","74","2717663"
"создание и обслуживание систем контроля доступа к портам и устройствам","5165323","114","1721774"
"организацию антивирусной защиты","8229707","357","4114853"
"решения касающиеся сетевой безопасности и отражения угроз","6971650","180","2323883"
"организация систем видеонаблюдения","7535463","185","2511821"
"построение и обслуживание структурированных кабельных систем (СКС)","1613848","271","537949"
"создание и поддержка интеллектуальных медиасистем","6301526","159","2100508"
"телефония","2967893","153","1483946"
"создание виртуального офиса","3245380","131","1622690"
"организация резервного копирования","3454576","18","1727288"
"администрирование сетей и серверов","1145387","305","572693"
"техническая поддержка рабочих станций и ИТ сервисов","2213817","58","737939"
"веб-разработка","6893870","15","3446935"
"создание мобильных систем","3212455","289","1070818"
"создание и обслуживание систем контроля доступа к портам и устройствам","7313595","151","2437865"
"организацию антивирусной защиты","3443925","58","1721962"
"решения касающиеся сетевой безопасности и отражения угроз","6844711","196","3422355"
"организация систем видеонаблюдения","3931183","240","1965591"
"построение и обслуживание структурированных кабельных систем (СКС)","876286","293","292095"
"создание и поддержка интеллектуальных медиасистем","6804994","59","3402497"
"телефония","1432407","354","716203"
"создание виртуального офиса","8026287","58","4013143"
"организация резервного копирования","6602304","201","2200768"
"администрирование сетей и серверов","7471834","190","2490611"
"техническая поддержка рабочих станций и ИТ сервисов","7319346","364","3659673"
"веб-разработка","4148381","256","2074190"
"создание мобильных систем","6524690","194","2174896"
"создание и обслуживание систем контроля доступа к портам и устройствам","6439838","219","3219919"
"организацию антивирусной защиты","6235606","182","3117803"
"решения касающиеся сетевой безопасности и отражения угроз","5877368","55","2938684"
"организация систем видеонаблюдения","3813729","137","1906864"
"построение и обслуживание структурированных кабельных систем (СКС)","6120195","342","2040065"
"создание и поддержка интеллектуальных медиасистем","1400529","260","466843"
"телефония","5395716","118","2697858"
"создание виртуального офиса","5271236","202","2635618"
"организация резервного копирования","5327419","343","1775806"
"администрирование сетей и серверов","1376895","106","688447"
"техническая поддержка рабочих станций и ИТ сервисов","6860418","335","2286806"
"веб-разработка","169742","264","84871"
"создание мобильных систем","3330780","133","1110260"
"создание и обслуживание систем контроля доступа к портам и устройствам","2042640","275","1021320"
"организацию антивирусной защиты","1247307","341","623653"
"решения касающиеся сетевой безопасности и отражения угроз","3531972","149","1177324"
"организация систем видеонаблюдения","2306287","315","1153143"
"построение и обслуживание структурированных кабельных систем (СКС)","6091752","233","2030584"
"создание и поддержка интеллектуальных медиасистем","8460170","32","2820056"
"телефония","6307977","348","2102659"
"создание виртуального офиса","4032790","175","2016395"
"организация резервного копирования","1692641","253","846320"
"администрирование сетей и серверов","9788851","48","3262950"
"техническая поддержка рабочих станций и ИТ сервисов","5321364","21","2660682"
"веб-разработка","1431643","197","715821"
"создание мобильных систем","4070091","27","2035045"
"создание и обслуживание систем контроля доступа к портам и устройствам","1464100","161","732050"
"организацию антивирусной защиты","7797827","338","2599275"
"решения касающиеся сетевой безопасности и отражения угроз","1609170","289","804585"
"организация систем видеонаблюдения","3735635","113","1867817"
"построение и обслуживание структурированных кабельных систем (СКС)","8808598","270","2936199"
"создание и поддержка интеллектуальных медиасистем","9234761","62","4617380"
"телефония","5949514","157","1983171"
"создание виртуального офиса","986529","226","493264"
"организация резервного копирования","3005055","214","1001685"
"администрирование сетей и серверов","7761251","203","2587083"
"техническая поддержка рабочих станций и ИТ сервисов","2328309","184","1164154"
"веб-разработка","2232699","121","1116349"
"создание мобильных систем","3273832","338","1636916"
"создание и обслуживание систем контроля доступа к портам и устройствам","3118088","104","1039362"
"организацию антивирусной защиты","1306385","94","435461"
"решения касающиеся сетевой безопасности и отражения угроз","1218759","199","406253"
"организация систем видеонаблюдения","7458086","218","3729043"
"построение и обслуживание структурированных кабельных систем (СКС)","3930398","96","1310132"
"создание и поддержка интеллектуальных медиасистем","4734898","50","2367449"
"телефония","1703534","351","567844"
"создание виртуального офиса","9799736","221","4899868"
"организация резервного копирования","4610089","229","1536696"
"администрирование сетей и серверов","3704398","347","1852199"
"техническая поддержка рабочих станций и ИТ сервисов","5091324","330","1697108"
"веб-разработка","5877627","147","2938813"
"создание мобильных систем","1068031","267","356010"
"создание и обслуживание систем контроля доступа к портам и устройствам","4465989","304","2232994"
"организацию антивирусной защиты","3613956","194","1806978"
"решения касающиеся сетевой безопасности и отражения угроз","6948141","113","3474070"
"организация систем видеонаблюдения","6752791","204","2250930"
"построение и обслуживание структурированных кабельных систем (СКС)","9922155","105","3307385"
"создание и поддержка интеллектуальных медиасистем","6804033","33","3402016"
"телефония","8484956","345","2828318"
"создание виртуального офиса","1385088","238","692544"
"организация резервного копирования","2972340","171","990780"
"администрирование сетей и серверов","8924215","223","4462107"
"техническая поддержка рабочих станций и ИТ сервисов","7971434","30","2657144"
"веб-разработка","5815598","52","2907799"
"создание мобильных систем","3785595","145","1261865"
"создание и обслуживание систем контроля доступа к портам и устройствам","3307511","172","1653755"
"организацию антивирусной защиты","5270080","81","1756693"
"решения касающиеся сетевой безопасности и отражения угроз","1804559","267","601519"
"организация систем видеонаблюдения","1762510","171","881255"
"построение и обслуживание структурированных кабельных систем (СКС)","6851937","120","3425968"
"создание и поддержка интеллектуальных медиасистем","2861292","146","1430646"
"телефония","1820987","328","606995"
"создание виртуального офиса","1428281","103","714140"
"организация резервного копирования","5323940","47","1774646"
"администрирование сетей и серверов","6368280","177","3184140"
"техническая поддержка рабочих станций и ИТ сервисов","8160170","117","2720056"
"веб-разработка","793901","330","264633"
"создание мобильных систем","6628225","329","3314112"
"создание и обслуживание систем контроля доступа к портам и устройствам","4350344","74","1450114"
"организацию антивирусной защиты","4365599","108","2182799"
"решения касающиеся сетевой безопасности и отражения угроз","2653965","141","1326982"
"организация систем видеонаблюдения","2985166","338","1492583"
"построение и обслуживание структурированных кабельных систем (СКС)","2049008","239","683002"
"создание и поддержка интеллектуальных медиасистем","2196194","160","1098097"
"телефония","8253109","67","2751036"
"создание виртуального офиса","4148182","51","1382727"
"организация резервного копирования","1560496","212","520165"
"администрирование сетей и серверов","3803372","30","1901686"
"техническая поддержка рабочих станций и ИТ сервисов","2437320","55","812440"
"веб-разработка","3466173","115","1155391"
"создание мобильных систем","4415629","112","2207814"
"создание и обслуживание систем контроля доступа к портам и устройствам","5057179","136","1685726"
"организацию антивирусной защиты","6347284","237","2115761"
"решения касающиеся сетевой безопасности и отражения угроз","5699553","124","2849776"
"организация систем видеонаблюдения","8507052","349","4253526"
"построение и обслуживание структурированных кабельных систем (СКС)","2315526","39","771842"
"создание и поддержка интеллектуальных медиасистем","408420","131","204210"
"телефония","809245","288","269748"
"создание виртуального офиса","9388174","265","4694087"
"организация резервного копирования","3719210","22","1859605"
"администрирование сетей и серверов","5856706","264","1952235"
"техническая поддержка рабочих станций и ИТ сервисов","1120999","178","560499"
"веб-разработка","9365603","15","3121867"
"создание мобильных систем","1233730","128","411243"
"создание и обслуживание систем контроля доступа к портам и устройствам","169094","357","84547"
"организацию антивирусной защиты","9754201","358","3251400"
"решения касающиеся сетевой безопасности и отражения угроз","4621516","237","2310758"
"организация систем видеонаблюдения","3989141","239","1994570"
"построение и обслуживание структурированных кабельных систем (СКС)","4712352","196","2356176"
"создание и поддержка интеллектуальных медиасистем","4285357","38","2142678"
"телефония","7694417","132","3847208"
"создание виртуального офиса","8105833","286","2701944"
"организация резервного копирования","9943870","337","4971935"
"администрирование сетей и серверов","7539329","248","3769664"
"техническая поддержка рабочих станций и ИТ сервисов","6471804","131","2157268"
"веб-разработка","1242294","285","621147"
"создание мобильных систем","5633786","338","2816893"
"создание и обслуживание систем контроля доступа к портам и устройствам","8506746","301","4253373"
"организацию антивирусной защиты","5209808","182","2604904"
"решения касающиеся сетевой безопасности и отражения угроз","5389270","267","2694635"
"организация систем видеонаблюдения","8603140","299","2867713"
"построение и обслуживание структурированных кабельных систем (СКС)","8628548","292","4314274"
"создание и поддержка интеллектуальных медиасистем","8096649","286","2698883"
"телефония","7018264","226","3509132"
"создание виртуального офиса","8637543","278","4318771"
"организация резервного копирования","2946711","45","982237"
"администрирование сетей и серверов","6104593","188","3052296"
"техническая поддержка рабочих станций и ИТ сервисов","9279795","98","4639897"
"веб-разработка","964890","142","482445"
"создание мобильных систем","809014","69","269671"
"создание и обслуживание систем контроля доступа к портам и устройствам","9067036","255","3022345"
"организацию антивирусной защиты","448728","234","149576"
"решения касающиеся сетевой безопасности и отражения угроз","1484805","185","494935"
"организация систем видеонаблюдения","9239409","223","3079803"
"построение и обслуживание структурированных кабельных систем (СКС)","2507585","213","1253792"
"создание и поддержка интеллектуальных медиасистем","7582208","339","2527402"
"телефония","8441038","253","4220519"
"создание виртуального офиса","7997227","344","3998613"
"организация резервного копирования","6654102","185","2218034"
"администрирование сетей и серверов","7894500","182","2631500"
"техническая поддержка рабочих станций и ИТ сервисов","2355071","211","1177535"
"веб-разработка","9987958","253","4993979"
"создание мобильных систем","5747015","252","2873507"
"создание и обслуживание систем контроля доступа к портам и устройствам","4962412","353","1654137"
"организацию антивирусной защиты","5233846","56","1744615"
"решения касающиеся сетевой безопасности и отражения угроз","7714777","121","3857388"
"организация систем видеонаблюдения","6131282","138","2043760"
"построение и обслуживание структурированных кабельных систем (СКС)","6306463","161","3153231"
"создание и поддержка интеллектуальных медиасистем","2737929","255","1368964"
"телефония","6143155","91","3071577"
"создание виртуального офиса","1791682","87","895841"
"организация резервного копирования","9931897","312","3310632"
"администрирование сетей и серверов","8445363","70","2815121"
"техническая поддержка рабочих станций и ИТ сервисов","293562","352","146781"
"веб-разработка","7287909","131","3643954"
"создание мобильных систем","6019035","207","3009517"
"создание и обслуживание систем контроля доступа к портам и устройствам","1428704","126","476234"
"организацию антивирусной защиты","9632860","274","3210953"
"решения касающиеся сетевой безопасности и отражения угроз","9402924","115","3134308"
"организация систем видеонаблюдения","4242235","295","2121117"
"построение и обслуживание структурированных кабельных систем (СКС)","6883025","197","2294341"
"создание и поддержка интеллектуальных медиасистем","1289383","237","644691"
"телефония","6338336","180","3169168"
"создание виртуального офиса","9365116","101","3121705"
"организация резервного копирования","3162860","339","1581430"
"администрирование сетей и серверов","4425156","221","2212578"
"техническая поддержка рабочих станций и ИТ сервисов","7407995","309","2469331"
"веб-разработка","6274617","17","3137308"
"создание мобильных систем","7289731","15","3644865"
"создание и обслуживание систем контроля доступа к портам и устройствам","4819101","333","2409550"
"организацию антивирусной защиты","3529098","178","1764549"
"решения касающиеся сетевой безопасности и отражения угроз","3394971","78","1131657"
