"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"техническая поддержка рабочих станций и ИТ сервисов","2807957","212","1403978"
"веб-разработка","3507994","315","1169331"
"создание мобильных систем","1706659","19","568886"
"создание и обслуживание систем контроля доступа к портам и устройствам","6386093","337","3193046"
"организацию антивирусной защиты","2389164","147","1194582"
"решения касающиеся сетевой безопасности и отражения угроз","9405151","256","4702575"
"организация систем видеонаблюдения","3908967","315","1954483"
"построение и обслуживание структурированных кабельных систем (СКС)","2909630","57","1454815"
"создание и поддержка интеллектуальных медиасистем","7318339","324","3659169"
"телефония","5541413","309","1847137"
"создание виртуального офиса","3054935","36","1527467"
"организация резервного копирования","2415183","17","1207591"
"администрирование сетей и серверов","2517012","47","1258506"
"техническая поддержка рабочих станций и ИТ сервисов","1511571","258","503857"
"веб-разработка","2163258","32","721086"
"создание мобильных систем","6154066","344","2051355"
"создание и обслуживание систем контроля доступа к портам и устройствам","3699331","335","1233110"
"организацию антивирусной защиты","9113674","68","4556837"
"решения касающиеся сетевой безопасности и отражения угроз","8763529","139","4381764"
"организация систем видеонаблюдения","9097577","340","4548788"
"построение и обслуживание структурированных кабельных систем (СКС)","8922263","347","4461131"
"создание и поддержка интеллектуальных медиасистем","8092659","156","2697553"
"телефония","1188920","220","396306"
"создание виртуального офиса","9451045","131","3150348"
"организация резервного копирования","7710229","58","2570076"
"администрирование сетей и серверов","5637047","189","2818523"
"техническая поддержка рабочих станций и ИТ сервисов","2757282","99","1378641"
"веб-разработка","8780745","356","2926915"
"создание мобильных систем","5071162","62","1690387"
"создание и обслуживание систем контроля доступа к портам и устройствам","8787438","63","4393719"
"организацию антивирусной защиты","8265045","28","2755015"
"решения касающиеся сетевой безопасности и отражения угроз","3307725","221","1653862"
"организация систем видеонаблюдения","1557269","120","778634"
"построение и обслуживание структурированных кабельных систем (СКС)","7930511","65","2643503"
"создание и поддержка интеллектуальных медиасистем","5430231","273","1810077"
"телефония","2783327","304","927775"
"создание виртуального офиса","4921440","215","2460720"
"организация резервного копирования","1817798","92","908899"
"администрирование сетей и серверов","2884468","269","1442234"
"техническая поддержка рабочих станций и ИТ сервисов","761027","291","380513"
"веб-разработка","6085369","149","2028456"
"создание мобильных систем","9371491","144","3123830"
"создание и обслуживание систем контроля доступа к портам и устройствам","2143589","308","714529"
"организацию антивирусной защиты","555899","138","185299"
"решения касающиеся сетевой безопасности и отражения угроз","6547617","335","3273808"
"организация систем видеонаблюдения","762415","198","381207"
"построение и обслуживание структурированных кабельных систем (СКС)","7785695","347","3892847"
"создание и поддержка интеллектуальных медиасистем","5745666","202","1915222"
"телефония","4153680","60","2076840"
"создание виртуального офиса","921338","353","307112"
"организация резервного копирования","6247125","38","3123562"
"администрирование сетей и серверов","3763731","206","1254577"
"техническая поддержка рабочих станций и ИТ сервисов","2417234","257","805744"
"веб-разработка","7670992","256","2556997"
"создание мобильных систем","9558602","273","4779301"
"создание и обслуживание систем контроля доступа к портам и устройствам","4619943","120","1539981"
"организацию антивирусной защиты","3436194","128","1718097"
"решения касающиеся сетевой безопасности и отражения угроз","7987690","336","3993845"
"организация систем видеонаблюдения","554007","234","184669"
"построение и обслуживание структурированных кабельных систем (СКС)","2666650","318","1333325"
"создание и поддержка интеллектуальных медиасистем","5056738","70","1685579"
"телефония","8083520","319","4041760"
"создание виртуального офиса","4026805","35","2013402"
"организация резервного копирования","5583215","303","2791607"
"администрирование сетей и серверов","2048916","61","682972"
"техническая поддержка рабочих станций и ИТ сервисов","7844636","68","3922318"
"веб-разработка","5930984","255","2965492"
"создание мобильных систем","3583306","213","1194435"
"создание и обслуживание систем контроля доступа к портам и устройствам","1879864","300","939932"
"организацию антивирусной защиты","9207945","353","3069315"
"решения касающиеся сетевой безопасности и отражения угроз","1128009","309","564004"
"организация систем видеонаблюдения","2957563","330","985854"
"построение и обслуживание структурированных кабельных систем (СКС)","321635","81","107211"
"создание и поддержка интеллектуальных медиасистем","4921451","318","1640483"
"телефония","6717166","336","2239055"
"создание виртуального офиса","3730939","213","1243646"
"организация резервного копирования","5399864","244","1799954"
"администрирование сетей и серверов","4495497","264","1498499"
"техническая поддержка рабочих станций и ИТ сервисов","8609879","153","4304939"
"веб-разработка","3603438","30","1201146"
"создание мобильных систем","4126533","306","1375511"
"создание и обслуживание систем контроля доступа к портам и устройствам","5151813","275","2575906"
"организацию антивирусной защиты","9951960","78","3317320"
"решения касающиеся сетевой безопасности и отражения угроз","4709160","154","2354580"
"организация систем видеонаблюдения","6275293","220","3137646"
"построение и обслуживание структурированных кабельных систем (СКС)","4626636","170","2313318"
"создание и поддержка интеллектуальных медиасистем","2220414","202","740138"
"телефония","2768045","315","922681"
"создание виртуального офиса","7197389","288","3598694"
"организация резервного копирования","6953448","343","2317816"
"администрирование сетей и серверов","6325536","116","3162768"
"техническая поддержка рабочих станций и ИТ сервисов","4772209","306","2386104"
"веб-разработка","2614622","19","871540"
"создание мобильных систем","766354","346","383177"
"создание и обслуживание систем контроля доступа к портам и устройствам","1876452","218","938226"
"организацию антивирусной защиты","1195006","69","398335"
"решения касающиеся сетевой безопасности и отражения угроз","8788646","224","2929548"
"организация систем видеонаблюдения","3651045","29","1825522"
"построение и обслуживание структурированных кабельных систем (СКС)","433994","172","216997"
"создание и поддержка интеллектуальных медиасистем","2809427","28","1404713"
"телефония","6766826","177","2255608"
"создание виртуального офиса","5887375","329","2943687"
"организация резервного копирования","8813561","81","2937853"
"администрирование сетей и серверов","1855753","321","618584"
"техническая поддержка рабочих станций и ИТ сервисов","6982868","23","3491434"
"веб-разработка","8359841","265","4179920"
"создание мобильных систем","7026993","296","3513496"
"создание и обслуживание систем контроля доступа к портам и устройствам","2186157","274","728719"
"организацию антивирусной защиты","8976773","67","4488386"
"решения касающиеся сетевой безопасности и отражения угроз","5162585","18","1720861"
"организация систем видеонаблюдения","4941753","85","2470876"
"построение и обслуживание структурированных кабельных систем (СКС)","1401400","162","467133"
"создание и поддержка интеллектуальных медиасистем","9400974","116","4700487"
"телефония","791526","229","263842"
"создание виртуального офиса","1075726","206","358575"
"организация резервного копирования","2313355","293","1156677"
"администрирование сетей и серверов","4136843","240","1378947"
"техническая поддержка рабочих станций и ИТ сервисов","1399112","214","699556"
"веб-разработка","1575164","349","787582"
"создание мобильных систем","4603914","223","2301957"
"создание и обслуживание систем контроля доступа к портам и устройствам","1898006","16","949003"
"организацию антивирусной защиты","3760017","275","1880008"
"решения касающиеся сетевой безопасности и отражения угроз","540368","168","180122"
"организация систем видеонаблюдения","6757698","54","2252566"
"построение и обслуживание структурированных кабельных систем (СКС)","6443945","52","3221972"
"создание и поддержка интеллектуальных медиасистем","155733","40","51911"
"телефония","186558","147","62186"
"создание виртуального офиса","630846","327","315423"
"организация резервного копирования","5279152","199","1759717"
"администрирование сетей и серверов","518930","280","172976"
"техническая поддержка рабочих станций и ИТ сервисов","515198","152","171732"
"веб-разработка","2552906","281","1276453"
"создание мобильных систем","5615065","64","2807532"
"создание и обслуживание систем контроля доступа к портам и устройствам","1516505","215","758252"
"организацию антивирусной защиты","5855602","247","2927801"
"решения касающиеся сетевой безопасности и отражения угроз","5569122","364","1856374"
"организация систем видеонаблюдения","9364328","170","3121442"
"построение и обслуживание структурированных кабельных систем (СКС)","6930653","179","3465326"
"создание и поддержка интеллектуальных медиасистем","266883","197","133441"
"телефония","7895701","182","3947850"
"создание виртуального офиса","4905607","336","1635202"
"организация резервного копирования","5781431","349","2890715"
"администрирование сетей и серверов","8722760","198","4361380"
"техническая поддержка рабочих станций и ИТ сервисов","1196764","275","598382"
"веб-разработка","2208347","184","736115"
"создание мобильных систем","6270995","167","2090331"
"создание и обслуживание систем контроля доступа к портам и устройствам","8959496","228","4479748"
"организацию антивирусной защиты","7991473","110","3995736"
"решения касающиеся сетевой безопасности и отражения угроз","468178","191","234089"
"организация систем видеонаблюдения","7890939","337","3945469"
"построение и обслуживание структурированных кабельных систем (СКС)","4919639","209","2459819"
"создание и поддержка интеллектуальных медиасистем","3564461","271","1188153"
"телефония","1193560","166","596780"
"создание виртуального офиса","6115166","70","3057583"
"организация резервного копирования","8421437","51","4210718"
"администрирование сетей и серверов","9041442","353","3013814"
"техническая поддержка рабочих станций и ИТ сервисов","2376648","266","792216"
"веб-разработка","2973405","345","991135"
"создание мобильных систем","112148","233","37382"
"создание и обслуживание систем контроля доступа к портам и устройствам","4444786","293","1481595"
"организацию антивирусной защиты","8500383","226","4250191"
"решения касающиеся сетевой безопасности и отражения угроз","4176370","198","1392123"
"организация систем видеонаблюдения","2667536","275","1333768"
"построение и обслуживание структурированных кабельных систем (СКС)","9102474","263","4551237"
"создание и поддержка интеллектуальных медиасистем","1967661","109","655887"
"телефония","8000701","326","2666900"
"создание виртуального офиса","405721","92","135240"
"организация резервного копирования","2578431","231","859477"
"администрирование сетей и серверов","4172869","162","2086434"
"техническая поддержка рабочих станций и ИТ сервисов","6170060","109","3085030"
"веб-разработка","3943315","327","1971657"
"создание мобильных систем","1393283","296","696641"
"создание и обслуживание систем контроля доступа к портам и устройствам","9494932","169","4747466"
"организацию антивирусной защиты","7622054","229","3811027"
"решения касающиеся сетевой безопасности и отражения угроз","8106335","243","4053167"
"организация систем видеонаблюдения","9422564","68","3140854"
"построение и обслуживание структурированных кабельных систем (СКС)","7073262","196","2357754"
"создание и поддержка интеллектуальных медиасистем","2407476","338","802492"
"телефония","1505562","287","752781"
"создание виртуального офиса","6060258","181","2020086"
"организация резервного копирования","8302595","16","4151297"
"администрирование сетей и серверов","7195116","117","3597558"
"техническая поддержка рабочих станций и ИТ сервисов","8914851","358","4457425"
"веб-разработка","3053450","90","1017816"
"создание мобильных систем","3981905","47","1990952"
"создание и обслуживание систем контроля доступа к портам и устройствам","2000572","35","1000286"
"организацию антивирусной защиты","4945210","75","2472605"
"решения касающиеся сетевой безопасности и отражения угроз","9124115","176","3041371"
"организация систем видеонаблюдения","1610547","157","536849"
"построение и обслуживание структурированных кабельных систем (СКС)","2819984","297","939994"
"создание и поддержка интеллектуальных медиасистем","1777764","320","592588"
"телефония","9453076","231","4726538"
"создание виртуального офиса","2155639","97","1077819"
"организация резервного копирования","9732800","234","3244266"
"администрирование сетей и серверов","8023147","40","2674382"
"техническая поддержка рабочих станций и ИТ сервисов","8603873","141","2867957"
"веб-разработка","920142","358","460071"
"создание мобильных систем","6693688","219","3346844"
"создание и обслуживание систем контроля доступа к портам и устройствам","9602914","195","4801457"
"организацию антивирусной защиты","6815648","307","2271882"
"решения касающиеся сетевой безопасности и отражения угроз","2308412","200","769470"
"организация систем видеонаблюдения","6780549","15","3390274"
"построение и обслуживание структурированных кабельных систем (СКС)","6630247","223","2210082"
"создание и поддержка интеллектуальных медиасистем","6521932","86","2173977"
"телефония","9511535","19","4755767"
"создание виртуального офиса","747033","315","249011"
"организация резервного копирования","6899137","326","3449568"
"администрирование сетей и серверов","4214406","102","2107203"
"техническая поддержка рабочих станций и ИТ сервисов","8814604","115","2938201"
"веб-разработка","631356","353","315678"
"создание мобильных систем","9019688","224","4509844"
"создание и обслуживание систем контроля доступа к портам и устройствам","151090","154","75545"
"организацию антивирусной защиты","1973573","151","986786"
"решения касающиеся сетевой безопасности и отражения угроз","9406255","324","4703127"
"организация систем видеонаблюдения","8241923","164","2747307"
"построение и обслуживание структурированных кабельных систем (СКС)","5336949","125","1778983"
"создание и поддержка интеллектуальных медиасистем","5643494","253","1881164"
"телефония","3534717","212","1767358"
"создание виртуального офиса","5227149","35","1742383"
"организация резервного копирования","2118089","223","706029"
"администрирование сетей и серверов","4845647","105","1615215"
"техническая поддержка рабочих станций и ИТ сервисов","2620705","336","873568"
"веб-разработка","1099185","71","366395"
"создание мобильных систем","3375386","142","1687693"
"создание и обслуживание систем контроля доступа к портам и устройствам","6860764","101","2286921"
"организацию антивирусной защиты","7494894","316","2498298"
"решения касающиеся сетевой безопасности и отражения угроз","8892661","84","4446330"
"организация систем видеонаблюдения","9929632","199","4964816"
"построение и обслуживание структурированных кабельных систем (СКС)","8209344","39","2736448"
"создание и поддержка интеллектуальных медиасистем","4853471","313","1617823"
"телефония","5631827","106","2815913"
"создание виртуального офиса","9910842","310","3303614"
"организация резервного копирования","3044113","95","1014704"
"администрирование сетей и серверов","3540924","162","1770462"
"техническая поддержка рабочих станций и ИТ сервисов","3252033","319","1626016"
"веб-разработка","278307","136","92769"
"создание мобильных систем","3123964","302","1561982"
"создание и обслуживание систем контроля доступа к портам и устройствам","6265445","323","2088481"
"организацию антивирусной защиты","410002","46","205001"
"решения касающиеся сетевой безопасности и отражения угроз","2660276","326","1330138"
"организация систем видеонаблюдения","6757465","136","2252488"
"построение и обслуживание структурированных кабельных систем (СКС)","5169054","108","2584527"
"создание и поддержка интеллектуальных медиасистем","1720374","170","860187"
"телефония","7036470","303","3518235"
"создание виртуального офиса","6594361","231","2198120"
"организация резервного копирования","3503863","237","1167954"
"администрирование сетей и серверов","4462588","346","1487529"
"техническая поддержка рабочих станций и ИТ сервисов","5162722","116","2581361"
"веб-разработка","896156","98","448078"
"создание мобильных систем","256919","324","128459"
"создание и обслуживание систем контроля доступа к портам и устройствам","4001368","277","2000684"
"организацию антивирусной защиты","8817526","316","2939175"
"решения касающиеся сетевой безопасности и отражения угроз","4595167","261","1531722"
"организация систем видеонаблюдения","2360965","172","1180482"
"построение и обслуживание структурированных кабельных систем (СКС)","8773792","227","2924597"
"создание и поддержка интеллектуальных медиасистем","6011670","186","3005835"
"телефония","7762674","175","3881337"
"создание виртуального офиса","4075058","209","2037529"
"организация резервного копирования","6148784","165","2049594"
"администрирование сетей и серверов","805053","287","268351"
"техническая поддержка рабочих станций и ИТ сервисов","5009576","321","2504788"
"веб-разработка","8888838","20","2962946"
"создание мобильных систем","8715405","363","4357702"
"создание и обслуживание систем контроля доступа к портам и устройствам","7209215","358","2403071"
"организацию антивирусной защиты","4021959","155","2010979"
"решения касающиеся сетевой безопасности и отражения угроз","9828933","197","3276311"
"организация систем видеонаблюдения","1681127","47","560375"
"построение и обслуживание структурированных кабельных систем (СКС)","1469949","154","489983"
"создание и поддержка интеллектуальных медиасистем","6292320","292","3146160"
"телефония","4772414","117","2386207"
"создание виртуального офиса","4453495","215","2226747"
"организация резервного копирования","1803107","211","901553"
"администрирование сетей и серверов","2208664","323","1104332"
"техническая поддержка рабочих станций и ИТ сервисов","8539568","143","2846522"
"веб-разработка","6805864","37","2268621"
"создание мобильных систем","3163969","135","1581984"
"создание и обслуживание систем контроля доступа к портам и устройствам","2281829","43","1140914"
"организацию антивирусной защиты","4595226","75","2297613"
"решения касающиеся сетевой безопасности и отражения угроз","6560946","158","3280473"
"организация систем видеонаблюдения","5874468","274","2937234"
"построение и обслуживание структурированных кабельных систем (СКС)","3254612","107","1627306"
"создание и поддержка интеллектуальных медиасистем","3985053","339","1992526"
"телефония","234849","153","78283"
"создание виртуального офиса","4948017","279","2474008"
"организация резервного копирования","9843175","99","3281058"
"администрирование сетей и серверов","6062543","65","3031271"
"техническая поддержка рабочих станций и ИТ сервисов","651316","259","325658"
"веб-разработка","5910525","136","1970175"
"создание мобильных систем","8586076","30","4293038"
"создание и обслуживание систем контроля доступа к портам и устройствам","8821791","79","2940597"
"организацию антивирусной защиты","6789505","85","3394752"
"решения касающиеся сетевой безопасности и отражения угроз","1755884","229","585294"
"организация систем видеонаблюдения","4642024","231","2321012"
"построение и обслуживание структурированных кабельных систем (СКС)","9991392","29","3330464"
"создание и поддержка интеллектуальных медиасистем","2652598","213","884199"
"телефония","5703300","358","1901100"
"создание виртуального офиса","435812","108","145270"
"организация резервного копирования","7559637","121","3779818"
"администрирование сетей и серверов","4758971","347","1586323"
"техническая поддержка рабочих станций и ИТ сервисов","5450925","273","1816975"
"веб-разработка","6096477","289","3048238"
"создание мобильных систем","2841175","109","947058"
"создание и обслуживание систем контроля доступа к портам и устройствам","2525204","156","841734"
"организацию антивирусной защиты","8201255","26","4100627"
"решения касающиеся сетевой безопасности и отражения угроз","5595663","270","1865221"
"организация систем видеонаблюдения","4295942","316","2147971"
"построение и обслуживание структурированных кабельных систем (СКС)","3263458","147","1087819"
"создание и поддержка интеллектуальных медиасистем","8413160","338","2804386"
"телефония","5786892","327","2893446"
"создание виртуального офиса","7495625","277","3747812"
"организация резервного копирования","1212552","195","404184"
"администрирование сетей и серверов","141137","292","70568"
"техническая поддержка рабочих станций и ИТ сервисов","9250485","188","4625242"
"веб-разработка","5142659","117","1714219"
"создание мобильных систем","355882","147","118627"
"создание и обслуживание систем контроля доступа к портам и устройствам","5561739","328","2780869"
"организацию антивирусной защиты","5929803","310","1976601"
"решения касающиеся сетевой безопасности и отражения угроз","2519733","136","1259866"
"организация систем видеонаблюдения","2265490","118","1132745"
"построение и обслуживание структурированных кабельных систем (СКС)","6746243","311","2248747"
"создание и поддержка интеллектуальных медиасистем","7798144","92","2599381"
"телефония","982250","147","327416"
"создание виртуального офиса","227085","68","75695"
"организация резервного копирования","9497056","115","3165685"
"администрирование сетей и серверов","3494375","157","1747187"
"техническая поддержка рабочих станций и ИТ сервисов","7684642","62","3842321"
"веб-разработка","3003346","68","1001115"
"создание мобильных систем","1403965","145","467988"
"создание и обслуживание систем контроля доступа к портам и устройствам","3811242","274","1905621"
"организацию антивирусной защиты","3045822","18","1015274"
"решения касающиеся сетевой безопасности и отражения угроз","245443","282","81814"
"организация систем видеонаблюдения","6053799","98","3026899"
"построение и обслуживание структурированных кабельных систем (СКС)","9042681","67","4521340"
"создание и поддержка интеллектуальных медиасистем","2060421","186","1030210"
"телефония","7159788","144","2386596"
"создание виртуального офиса","6166708","307","3083354"
"организация резервного копирования","2592448","328","864149"
"администрирование сетей и серверов","8284306","26","4142153"
"техническая поддержка рабочих станций и ИТ сервисов","6391880","145","3195940"
"веб-разработка","7775198","156","2591732"
"создание мобильных систем","6557010","66","2185670"
"создание и обслуживание систем контроля доступа к портам и устройствам","1009115","201","336371"
"организацию антивирусной защиты","2037122","175","679040"
"решения касающиеся сетевой безопасности и отражения угроз","6494075","132","3247037"
"организация систем видеонаблюдения","8713090","93","2904363"
"построение и обслуживание структурированных кабельных систем (СКС)","1864541","180","932270"
"создание и поддержка интеллектуальных медиасистем","7696441","28","3848220"
"телефония","5485402","50","1828467"
"создание виртуального офиса","4131024","342","1377008"
"организация резервного копирования","2617065","24","872355"
"администрирование сетей и серверов","8537597","181","2845865"
"техническая поддержка рабочих станций и ИТ сервисов","4848284","215","1616094"
"веб-разработка","8700256","112","2900085"
"создание мобильных систем","7469637","259","2489879"
"создание и обслуживание систем контроля доступа к портам и устройствам","7864790","173","2621596"
"организацию антивирусной защиты","3316877","81","1105625"
"решения касающиеся сетевой безопасности и отражения угроз","6443398","270","3221699"
"организация систем видеонаблюдения","6635744","150","2211914"
"построение и обслуживание структурированных кабельных систем (СКС)","1077157","273","359052"
"создание и поддержка интеллектуальных медиасистем","5602750","350","2801375"
"телефония","6851677","237","3425838"
"создание виртуального офиса","7775126","316","2591708"
"организация резервного копирования","4575137","361","2287568"
"администрирование сетей и серверов","7914464","78","3957232"
"техническая поддержка рабочих станций и ИТ сервисов","5792216","34","2896108"
"веб-разработка","3962524","305","1981262"
"создание мобильных систем","7311715","56","2437238"
"создание и обслуживание систем контроля доступа к портам и устройствам","5477566","239","2738783"
"организацию антивирусной защиты","5127056","325","2563528"
"решения касающиеся сетевой безопасности и отражения угроз","1413257","264","706628"
"организация систем видеонаблюдения","4367838","69","1455946"
"построение и обслуживание структурированных кабельных систем (СКС)","2804439","344","1402219"
"создание и поддержка интеллектуальных медиасистем","4166907","345","2083453"
"телефония","8162978","89","2720992"
"создание виртуального офиса","9074789","197","3024929"
"организация резервного копирования","9446551","325","4723275"
"администрирование сетей и серверов","4212606","53","2106303"
"техническая поддержка рабочих станций и ИТ сервисов","1604448","62","534816"
"веб-разработка","8612305","242","2870768"
"создание мобильных систем","8982898","99","4491449"
"создание и обслуживание систем контроля доступа к портам и устройствам","9218841","160","4609420"
"организацию антивирусной защиты","6725183","45","3362591"
"решения касающиеся сетевой безопасности и отражения угроз","2018906","305","672968"
"организация систем видеонаблюдения","9588508","218","4794254"
"построение и обслуживание структурированных кабельных систем (СКС)","9301217","34","4650608"
"создание и поддержка интеллектуальных медиасистем","9493605","279","3164535"
"телефония","5868610","293","2934305"
"создание виртуального офиса","5936871","303","1978957"
"организация резервного копирования","4967627","319","2483813"
"администрирование сетей и серверов","251597","111","125798"
"техническая поддержка рабочих станций и ИТ сервисов","6067089","151","3033544"
"веб-разработка","5974906","89","1991635"
"создание мобильных систем","9217827","276","3072609"
"создание и обслуживание систем контроля доступа к портам и устройствам","8045680","37","4022840"
"организацию антивирусной защиты","9827739","340","3275913"
"решения касающиеся сетевой безопасности и отражения угроз","4848011","209","2424005"
"организация систем видеонаблюдения","7699260","27","2566420"
"построение и обслуживание структурированных кабельных систем (СКС)","4860560","109","2430280"
"создание и поддержка интеллектуальных медиасистем","7565918","312","3782959"
"телефония","7968249","267","2656083"
"создание виртуального офиса","6057826","137","3028913"
"организация резервного копирования","1373504","190","457834"
"администрирование сетей и серверов","8591048","118","4295524"
"техническая поддержка рабочих станций и ИТ сервисов","6627304","185","3313652"
"веб-разработка","5103372","165","1701124"
"создание мобильных систем","6493682","226","2164560"
"создание и обслуживание систем контроля доступа к портам и устройствам","7645973","134","3822986"
"организацию антивирусной защиты","3184633","85","1061544"
"решения касающиеся сетевой безопасности и отражения угроз","2262158","186","1131079"
"организация систем видеонаблюдения","5708670","239","2854335"
"построение и обслуживание структурированных кабельных систем (СКС)","2688181","114","896060"
"создание и поддержка интеллектуальных медиасистем","9468838","233","3156279"
"телефония","781450","59","260483"
"создание виртуального офиса","2243724","189","1121862"
"организация резервного копирования","7674188","260","3837094"
"администрирование сетей и серверов","1451639","27","725819"
"техническая поддержка рабочих станций и ИТ сервисов","5501190","35","1833730"
"веб-разработка","6846431","82","2282143"
"создание мобильных систем","5324820","147","1774940"
"создание и обслуживание систем контроля доступа к портам и устройствам","2732484","305","1366242"
"организацию антивирусной защиты","5064889","146","1688296"
"решения касающиеся сетевой безопасности и отражения угроз","1735710","137","867855"
"организация систем видеонаблюдения","9221917","330","3073972"
"построение и обслуживание структурированных кабельных систем (СКС)","2904583","69","1452291"
"создание и поддержка интеллектуальных медиасистем","3251390","251","1625695"
"телефония","5465632","198","1821877"
"создание виртуального офиса","6650516","72","2216838"
"организация резервного копирования","9546396","327","3182132"
"администрирование сетей и серверов","587179","58","195726"
"техническая поддержка рабочих станций и ИТ сервисов","5143508","126","1714502"
"веб-разработка","4607617","258","1535872"
"создание мобильных систем","8175737","125","4087868"
"создание и обслуживание систем контроля доступа к портам и устройствам","6382236","42","2127412"
"организацию антивирусной защиты","4735146","127","1578382"
"решения касающиеся сетевой безопасности и отражения угроз","4757098","294","1585699"
"организация систем видеонаблюдения","3688580","300","1229526"
"построение и обслуживание структурированных кабельных систем (СКС)","381800","170","190900"
"создание и поддержка интеллектуальных медиасистем","4619233","307","2309616"
"телефония","3789525","140","1894762"
"создание виртуального офиса","793269","94","396634"
"организация резервного копирования","1333206","128","666603"
"администрирование сетей и серверов","6804301","295","3402150"
